iid,gender,order,pid,int_corr,samerace,age_o,age,field,race,from,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,like,prob,match_es,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,dec
514,0,12,544,-0.09,0,23,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7.0,8.0,9.0,7.0,4.0,4.0,6.0,4.0,5.0,NA,NA,NA,NA,NA,no
514,0,20,545,-0.1,1,24,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,no
514,0,17,546,0.18,1,30,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,10.0,9.0,9.0,8.0,7.0,5.0,8.0,6.0,5.0,NA,NA,NA,NA,NA,yes
514,0,1,547,0.65,1,30,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7.0,8.0,9.0,5.0,7.0,5.0,6.0,7.0,5.0,NA,NA,NA,NA,NA,yes
514,0,8,548,0.25,1,30,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,8.0,7.0,7.0,6.0,7.0,4.0,8.0,5.0,5.0,NA,NA,NA,NA,NA,yes
514,0,10,549,0.46,1,28,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,8.0,9.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,NA,NA,NA,NA,NA,no
514,0,19,550,0.44,1,30,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7.0,8.0,9.0,7.0,6.0,5.0,7.0,6.0,5.0,NA,NA,NA,NA,NA,yes
514,0,18,551,0.44,0,27,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,8.0,9.0,8.0,7.0,6.0,5.0,7.0,6.0,5.0,NA,NA,NA,NA,NA,yes
514,0,7,552,0.54,1,25,23,sociology,2,New York,teacher and performer,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,10.0,7.0,5.0,5.0,5.0,9.0,7.0,4.0,5.0,NA,NA,NA,NA,NA,yes
515,0,19,531,0.65,0,25,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,8.0,10.0,7.0,7.0,10.0,8.0,5.0,1.0,NA,NA,NA,NA,NA,yes
515,0,16,532,0.07,0,26,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,7.0,9.0,6.0,8.0,3.0,8.0,5.0,1.0,NA,NA,NA,NA,NA,no
515,0,9,533,0.6,1,26,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,5.0,7.0,5.0,6.0,3.0,4.0,3.0,1.0,NA,NA,NA,NA,NA,no
515,0,18,534,0.26,0,24,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,5.0,6.0,7.0,6.0,NA,6.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,15,535,-0.19,1,23,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,7.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,1.0,NA,NA,NA,NA,NA,yes
515,0,8,536,0.32,1,29,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,7.0,5.0,6.0,8.0,7.0,NA,5.0,6.0,1.0,NA,NA,NA,NA,NA,no
515,0,20,537,0.19,0,22,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6.0,5.0,8.0,8.0,8.0,NA,4.0,3.0,1.0,NA,NA,NA,NA,NA,no
515,0,3,538,-0.08,1,32,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,5.0,8.0,8.0,8.0,6.0,7.0,5.0,1.0,NA,NA,NA,NA,NA,no
515,0,7,539,0.27,1,22,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,4.0,7.0,6.0,8.0,3.0,3.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,22,540,-0.11,1,24,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,5.0,8.0,9.0,7.0,3.0,7.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,10,541,0.21,0,23,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,5.0,8.0,5.0,8.0,4.0,5.0,3.0,1.0,NA,NA,NA,NA,NA,no
515,0,5,542,-0.3,0,23,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,7.0,8.0,6.0,8.0,NA,3.0,6.0,1.0,NA,NA,NA,NA,NA,no
515,0,21,543,-0.26,0,24,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,5.0,6.0,7.0,8.0,7.0,NA,5.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,6,544,-0.64,0,23,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,5.0,5.0,7.0,8.0,7.0,4.0,5.0,3.0,1.0,NA,NA,NA,NA,NA,no
515,0,14,545,0.27,1,24,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,no
515,0,11,546,0.26,1,30,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,9.0,7.0,7.0,8.0,8.0,NA,7.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,17,547,0.4,1,30,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6.0,8.0,8.0,7.0,6.0,NA,6.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,2,548,0.29,1,30,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6.0,6.0,6.0,6.0,5.0,5.0,8.0,6.0,1.0,NA,NA,NA,NA,NA,no
515,0,4,549,-0.22,1,28,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,4.0,6.0,7.0,6.0,6.0,NA,5.0,4.0,1.0,NA,NA,NA,NA,NA,no
515,0,13,550,0.22,1,30,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,2.0,3.0,3.0,5.0,5.0,NA,6.0,5.0,1.0,NA,NA,NA,NA,NA,no
515,0,12,551,0.16,0,27,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,3.0,5.0,6.0,5.0,4.0,NA,10.0,6.0,1.0,NA,NA,NA,NA,NA,no
515,0,1,552,0.39,1,25,23,Nonfiction writing,2,Kansas,Writer/journalist,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,7.0,7.0,8.0,7.0,7.0,7.0,7.0,5.0,1.0,NA,NA,NA,NA,NA,yes
516,0,5,531,-0.33,1,25,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,7.0,8.0,7.0,8.0,6.0,6.0,7.0,4.0,NA,NA,NA,NA,NA,no
516,0,2,532,-0.22,1,26,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,3.0,8.0,7.0,3.0,6.0,6.0,3.0,5.0,4.0,NA,NA,NA,NA,NA,no
516,0,17,533,0.03,0,26,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,4.0,NA,NA,NA,NA,NA,no
516,0,4,534,0.12,0,24,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,5.0,8.0,7.0,5.0,6.0,6.0,4.0,5.0,4.0,NA,NA,NA,NA,NA,no
516,0,1,535,0.46,0,23,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,10.0,10.0,10.0,9.0,5.0,6.0,8.0,10.0,4.0,NA,NA,NA,NA,NA,yes
516,0,16,536,0.44,0,29,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,NA,NA,NA,NA,NA,yes
516,0,6,537,0.62,1,22,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,4.0,NA,NA,NA,NA,NA,yes
516,0,11,538,0.09,0,32,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,4.0,NA,NA,NA,NA,NA,yes
516,0,15,539,0.12,0,22,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,NA,NA,NA,NA,NA,no
516,0,8,540,0.21,0,24,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,5.0,7.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,no
516,0,18,541,-0.27,1,23,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,NA,NA,NA,NA,NA,yes
516,0,13,542,0.58,1,23,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,4.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,no
516,0,7,543,-0.05,1,24,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,5.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,NA,NA,NA,NA,NA,no
516,0,14,544,0.26,1,23,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,5.0,7.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,no
516,0,22,545,-0.18,0,24,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,no
516,0,19,546,-0.07,0,30,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,4.0,NA,NA,NA,NA,NA,no
516,0,3,547,0.37,0,30,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,9.0,7.0,6.0,7.0,6.0,6.0,5.0,4.0,NA,NA,NA,NA,NA,no
516,0,10,548,-0.1,0,30,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,4.0,NA,NA,NA,NA,NA,no
516,0,12,549,0.49,0,28,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,6.0,7.0,7.0,8.0,7.0,6.0,6.0,5.0,4.0,NA,NA,NA,NA,NA,yes
516,0,21,550,0.63,0,30,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,4.0,7.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,no
516,0,20,551,0.53,0,27,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,7.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,4.0,NA,NA,NA,NA,NA,yes
516,0,9,552,0.59,0,25,27,Biochemistry & Molecular Biophysics,4,California,Scientist,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,7.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,4.0,NA,NA,NA,NA,NA,yes
517,0,10,531,0.05,0,25,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3.0,7.0,8.0,6.0,5.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,NA,no
517,0,7,532,0.0,0,26,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,5.0,8.0,7.0,5.0,6.0,3.0,8.0,3.0,NA,NA,NA,NA,NA,NA,no
517,0,22,533,0.3,0,26,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
517,0,9,534,-0.01,0,24,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,NA,no
517,0,6,535,0.18,0,23,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,2.0,4.0,8.0,6.0,8.0,5.0,5.0,3.0,NA,NA,NA,NA,NA,NA,no
517,0,21,536,0.32,0,29,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
517,0,11,537,0.56,0,22,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,5.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,NA,NA,NA,NA,NA,NA,no
517,0,16,538,0.27,0,32,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,6.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0,NA,NA,NA,NA,NA,NA,yes
517,0,20,539,0.35,0,22,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
517,0,13,540,0.13,0,24,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,5.0,4.0,3.0,6.0,5.0,4.0,6.0,9.0,NA,NA,NA,NA,NA,NA,no
517,0,1,541,-0.32,0,23,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,4.0,9.0,8.0,6.0,7.0,2.0,5.0,7.0,NA,NA,NA,NA,NA,NA,no
517,0,18,542,0.27,0,23,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
517,0,12,543,-0.48,0,24,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,5.0,4.0,3.0,2.0,1.0,6.0,4.0,5.0,NA,NA,NA,NA,NA,NA,no
517,0,19,544,-0.27,0,23,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
517,0,5,545,-0.13,0,24,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,5.0,5.0,5.0,4.0,3.0,3.0,4.0,6.0,NA,NA,NA,NA,NA,NA,no
517,0,2,546,0.05,0,30,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,5.0,5.0,7.0,7.0,5.0,4.0,6.0,8.0,NA,NA,NA,NA,NA,NA,no
517,0,8,547,0.49,0,30,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,6.0,5.0,8.0,5.0,5.0,7.0,5.0,7.0,NA,NA,NA,NA,NA,NA,no
517,0,15,548,-0.01,0,30,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,7.0,4.0,6.0,5.0,6.0,3.0,4.0,5.0,NA,NA,NA,NA,NA,NA,yes
517,0,17,549,0.05,0,28,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
517,0,4,550,0.64,0,30,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,6.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,NA,NA,NA,NA,NA,NA,no
517,0,3,551,0.43,0,27,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3.0,4.0,4.0,2.0,5.0,1.0,2.0,4.0,NA,NA,NA,NA,NA,NA,no
517,0,14,552,0.43,0,25,30,Acting,3,Mexico,Acting,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,6.0,5.0,4.0,3.0,6.0,5.0,3.0,6.0,NA,NA,NA,NA,NA,NA,no
518,0,15,531,-0.36,0,25,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,5.0,6.0,7.0,4.0,8.0,NA,3.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,12,532,0.0,0,26,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,4.0,6.0,6.0,5.0,6.0,NA,4.0,4.0,2.0,NA,NA,NA,NA,NA,no
518,0,5,533,-0.06,1,26,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,6.0,6.0,7.0,6.0,6.0,NA,6.0,4.0,2.0,NA,NA,NA,NA,NA,no
518,0,14,534,-0.23,0,24,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,5.0,5.0,6.0,4.0,6.0,NA,4.0,5.0,2.0,NA,NA,NA,NA,NA,no
518,0,11,535,0.61,1,23,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,6.0,7.0,7.0,7.0,NA,5.0,7.0,7.0,2.0,NA,NA,NA,NA,NA,yes
518,0,4,536,0.61,1,29,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,7.0,7.0,7.0,6.0,NA,7.0,6.0,2.0,NA,NA,NA,NA,NA,yes
518,0,16,537,0.62,0,22,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,6.0,9.0,6.0,5.0,NA,7.0,7.0,7.0,2.0,NA,NA,NA,NA,NA,yes
518,0,21,538,0.13,1,32,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2.0,2.0,5.0,6.0,NA,NA,3.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,3,539,0.02,1,22,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,6.0,5.0,7.0,4.0,NA,0.0,5.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,18,540,0.21,1,24,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,3.0,10.0,9.0,7.0,NA,5.0,5.0,5.0,2.0,NA,NA,NA,NA,NA,no
518,0,6,541,-0.04,0,23,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,3.0,6.0,5.0,5.0,5.0,NA,3.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,1,542,0.54,0,23,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,9.0,9.0,7.0,10.0,2.0,5.0,5.0,2.0,NA,NA,NA,NA,NA,no
518,0,17,543,0.12,0,24,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,6.0,5.0,7.0,6.0,NA,NA,5.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,2,544,0.35,0,23,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,5.0,8.0,8.0,7.0,4.0,2.0,4.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,10,545,-0.12,1,24,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,7.0,4.0,6.0,5.0,1.0,5.0,5.0,2.0,NA,NA,NA,NA,NA,no
518,0,7,546,-0.06,1,30,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,7.0,7.0,7.0,6.0,NA,6.0,5.0,2.0,NA,NA,NA,NA,NA,yes
518,0,13,547,0.24,1,30,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,8.0,9.0,9.0,7.0,NA,7.0,7.0,2.0,NA,NA,NA,NA,NA,yes
518,0,20,548,-0.1,1,30,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,9.0,7.0,8.0,6.0,7.0,NA,7.0,6.0,2.0,NA,NA,NA,NA,NA,yes
518,0,22,549,0.48,1,28,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,2.0,NA,NA,NA,NA,NA,yes
518,0,9,550,0.65,1,30,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,5.0,8.0,8.0,9.0,8.0,2.0,7.0,7.0,2.0,NA,NA,NA,NA,NA,yes
518,0,8,551,0.53,0,27,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,7.0,6.0,6.0,5.0,5.0,NA,6.0,6.0,2.0,NA,NA,NA,NA,NA,no
518,0,19,552,0.47,1,25,23,Theater,2,San Diego,Actress,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,8.0,7.0,6.0,7.0,7.0,2.0,6.0,4.0,2.0,NA,NA,NA,NA,NA,yes
519,0,7,531,0.51,0,25,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,1.0,8.0,8.0,2.0,8.0,2.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,4,532,0.03,0,26,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,2.0,8.0,8.0,2.0,8.0,2.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,19,533,0.59,1,26,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,4.0,5.0,5.0,2.0,1.0,4.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,6,534,0.13,0,24,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6.0,7.0,7.0,6.0,7.0,2.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,3,535,-0.04,1,23,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,4.0,4.0,8.0,4.0,8.0,4.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,18,536,0.33,1,29,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,8.0,6.0,6.0,NA,NA,NA,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,8,537,0.25,0,22,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6.0,6.0,6.0,NA,NA,NA,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,13,538,0.21,1,32,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,5.0,7.0,6.0,NA,NA,NA,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,17,539,0.25,1,22,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,5.0,6.0,6.0,5.0,6.0,5.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,10,540,0.18,1,24,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,NA,NA,NA,NA,NA,NA,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,20,541,-0.1,0,23,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,4.0,4.0,2.0,1.0,5.0,5.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,15,542,-0.25,0,23,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,5.0,4.0,3.0,2.0,1.0,NA,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,9,543,-0.39,0,24,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,NA,NA,NA,NA,NA,NA,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
519,0,16,544,-0.73,0,23,26,Education Policy,2,Boston,School Leadership/Politics,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,4.0,4.0,7.0,6.0,5.0,1.0,6.0,8.0,0.5,NA,NA,NA,NA,NA,no
