state,name,FIPS,pop2010,pop2000,age_under_5,age_under_18,age_over_65,female,white,black,native,asian,pac_isl,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,percent_change_private_nonfarm_employment,nonemployment_establishments,firms,black_owned_firms,native_owned_firms,asian_owned_firms,pac_isl_owned_firms,hispanic_owned_firms,women_owned_firms,manufacturer_shipments_2007,mercent_whole_sales_2007,sales,sales_per_capita,accommodation_food_service,building_permits,fed_spending,area,density
Oregon,Linn County,41043.0,116672.0,103069.0,6.6,24.1,15.4,50.6,90.6,0.5,1.3,1.0,0.1,3.3,7.8,87.1,82.9,4.2,6.7,86.9,16.3,12641.0,22.2,48821.0,68.2,16.8,180300.0,44375.0,2.53,22165.0,45832.0,15.6,2456.0,32610.0,-3.7,5751.0,8697.0,NA,NA,1.7,NA,2.8,28.0,2737558.0,956880.0,1158963.0,10248.0,125446.0,174.0,836642.0,2290.13,50.9
Oregon,Malheur County,41045.0,31313.0,31615.0,7.4,25.6,15.0,45.9,77.5,1.2,1.2,1.7,0.1,2.9,31.5,63.6,84.6,9.8,24.9,79.0,13.8,2920.0,18.3,11692.0,64.6,14.6,136400.0,10181.0,2.68,16335.0,39144.0,22.7,724.0,8244.0,-7.1,1381.0,1944.0,NA,NA,2.0,NA,NA,NA,NA,NA,484644.0,15637.0,45264.0,15.0,233241.0,9887.53,3.2
Oregon,Marion County,41047.0,315335.0,284834.0,7.5,26.4,12.9,50.2,78.2,1.1,1.6,1.9,0.7,3.9,24.3,68.7,81.3,14.1,24.3,82.2,20.9,26606.0,22.6,120948.0,62.0,24.7,205100.0,112773.0,2.65,21915.0,46069.0,16.0,7777.0,95112.0,0.5,15364.0,23677.0,0.6,NA,3.0,0.2,6.6,27.2,2845369.0,3461700.0,4016561.0,12950.0,NA,610.0,3907737.0,1182.33,266.7
Oregon,Morrow County,41049.0,11173.0,10995.0,7.1,28.6,12.7,48.5,77.7,0.5,1.2,0.9,0.1,2.6,31.3,64.6,82.7,15.9,26.7,78.5,11.5,1135.0,21.8,4442.0,71.2,11.0,115300.0,3876.0,2.87,20201.0,43902.0,15.3,178.0,2436.0,46.7,554.0,456.0,NA,NA,NA,NA,NA,NA,NA,49400.0,17401.0,1537.0,7057.0,5.0,88041.0,2031.61,5.5
Oregon,Multnomah County,41051.0,735334.0,660486.0,6.3,20.5,10.5,50.5,76.5,5.6,1.1,6.5,0.5,4.6,10.9,72.1,80.2,13.7,19.1,89.0,37.5,49244.0,24.3,324832.0,56.2,36.3,281600.0,298398.0,2.33,28883.0,49618.0,16.0,24323.0,381164.0,-5.8,55884.0,75230.0,3.0,0.8,6.2,0.2,3.0,31.6,10527633.0,22043828.0,9868453.0,14157.0,2048635.0,1235.0,7798095.0,431.3,1704.9
Oregon,Polk County,41053.0,75403.0,62380.0,6.5,24.3,14.8,51.3,85.9,0.6,2.1,1.9,0.3,3.8,12.1,80.5,80.9,7.1,11.9,88.8,28.1,6398.0,24.1,30302.0,69.0,19.1,227900.0,27690.0,2.57,24345.0,50975.0,12.9,1284.0,11709.0,-8.5,3929.0,5614.0,NA,1.8,NA,NA,4.3,28.8,416672.0,70305.0,375062.0,5007.0,NA,89.0,452492.0,740.79,101.8
Oregon,Sherman County,41055.0,1765.0,1934.0,5.3,19.8,21.8,49.2,93.4,0.2,1.6,0.2,0.1,1.8,5.6,91.6,86.2,3.6,4.7,90.0,15.4,256.0,18.2,918.0,67.0,4.1,119500.0,813.0,2.24,21688.0,41354.0,20.0,50.0,266.0,-7.6,112.0,146.0,NA,NA,NA,NA,NA,NA,0.0,12037.0,56043.0,33162.0,5895.0,0.0,49833.0,823.69,2.1
Oregon,Tillamook County,41057.0,25250.0,24262.0,5.4,19.8,20.9,49.5,91.5,0.3,1.0,0.9,0.2,2.4,9.0,86.7,86.4,5.9,5.9,89.0,20.0,3292.0,18.2,18359.0,69.2,8.9,237900.0,11126.0,2.21,22824.0,39412.0,16.9,713.0,6491.0,1.2,1978.0,2757.0,NA,NA,NA,NA,NA,32.9,633806.0,31040.0,224903.0,8988.0,53673.0,90.0,245110.0,1102.58,22.9
Oregon,Umatilla County,41059.0,75889.0,70548.0,7.4,26.6,12.7,47.9,79.1,0.8,3.5,0.9,0.1,3.1,23.9,69.4,79.9,10.2,20.0,81.2,14.6,6845.0,16.4,29693.0,64.0,18.1,137900.0,26545.0,2.63,20035.0,45861.0,15.8,1543.0,21512.0,7.8,3380.0,4934.0,NA,NA,NA,NA,4.6,27.8,NA,284500.0,763606.0,10482.0,159389.0,78.0,834279.0,3215.51,23.6
Oregon,Union County,41061.0,25748.0,24530.0,6.3,22.5,16.7,50.8,93.1,0.5,1.1,0.8,0.9,2.3,3.9,90.9,80.7,3.1,5.0,88.5,20.3,2471.0,16.1,11489.0,66.0,17.5,151200.0,10269.0,2.45,22947.0,42162.0,16.1,783.0,6814.0,-3.2,1641.0,2282.0,NA,NA,NA,NA,NA,23.7,337099.0,NA,333760.0,13318.0,32852.0,32.0,214507.0,2036.61,12.6
Oregon,Wallowa County,41063.0,7008.0,7226.0,5.3,18.8,23.2,50.9,96.0,0.4,0.6,0.3,NA,2.0,2.2,94.5,89.9,1.1,3.9,92.8,21.1,935.0,16.2,4108.0,74.7,6.4,183800.0,3015.0,2.27,23023.0,41116.0,12.9,348.0,1629.0,2.3,746.0,890.0,NA,NA,NA,NA,NA,NA,0.0,NA,82730.0,12127.0,7350.0,0.0,72764.0,3146.19,2.2
Oregon,Wasco County,41065.0,25213.0,23791.0,6.5,23.2,17.6,50.4,86.1,0.4,4.4,0.8,0.6,2.5,14.8,77.6,86.2,9.2,15.1,84.3,21.5,2767.0,17.1,11487.0,67.5,14.3,188400.0,9801.0,2.42,21922.0,42133.0,15.5,724.0,6802.0,-10.7,1327.0,1828.0,NA,NA,NA,NA,NA,22.0,0.0,NA,381866.0,16089.0,47598.0,0.0,275377.0,2381.52,10.6
Oregon,Washington County,41067.0,529710.0,445342.0,7.2,25.6,10.0,50.8,76.6,1.8,0.7,8.6,0.5,4.3,15.7,69.7,81.5,16.8,22.7,90.4,38.9,35476.0,24.1,212450.0,62.7,31.2,303700.0,196438.0,2.6,30522.0,62574.0,9.5,14241.0,227038.0,5.9,31356.0,43601.0,NA,NA,7.3,0.2,4.7,32.9,24048993.0,11021762.0,8754390.0,16886.0,849401.0,1271.0,2147991.0,724.23,731.4
Oregon,Wheeler County,41069.0,1441.0,1547.0,4.8,18.0,29.1,50.2,92.4,0.0,1.2,0.6,0.1,3.1,4.3,90.7,87.7,2.9,1.7,88.2,18.2,176.0,19.1,895.0,77.8,0.3,99100.0,631.0,2.07,20598.0,33403.0,11.4,32.0,124.0,-0.8,149.0,122.0,NA,NA,NA,NA,NA,NA,0.0,NA,10357.0,7419.0,554.0,0.0,12585.0,1714.75,0.8
Oregon,Yamhill County,41071.0,99193.0,84992.0,6.5,25.0,13.4,49.8,85.4,0.9,1.5,1.5,0.2,3.3,14.7,79.1,81.3,8.0,13.7,86.8,23.0,8707.0,24.0,37110.0,70.3,16.9,237800.0,34025.0,2.71,24017.0,52485.0,12.7,2243.0,27938.0,16.0,5560.0,7866.0,NA,NA,NA,NA,NA,25.0,1885753.0,396840.0,951130.0,9890.0,98905.0,148.0,554564.0,715.86,138.6
Pennsylvania,Adams County,42001.0,101407.0,91292.0,5.5,22.1,15.7,50.8,93.7,1.5,0.2,0.7,NA,1.3,6.0,90.6,86.5,4.0,6.3,84.7,18.5,9489.0,27.2,40820.0,77.8,9.8,200700.0,38331.0,2.53,25606.0,56529.0,7.6,1979.0,28698.0,1.0,6255.0,8687.0,NA,NA,NA,NA,0.6,NA,2498302.0,NA,832377.0,8222.0,160108.0,306.0,694554.0,518.67,195.5
Pennsylvania,Allegheny County,42003.0,1223348.0,1281666.0,5.2,19.8,16.8,52.1,81.5,13.2,0.1,2.8,0.0,1.8,1.6,80.6,86.6,4.6,6.8,91.6,34.1,104387.0,25.2,589201.0,67.0,27.3,115200.0,522703.0,2.27,29549.0,47961.0,12.3,33360.0,669057.0,-3.2,69333.0,95698.0,5.2,0.2,3.1,NA,1.0,27.6,15725247.0,18141618.0,20075411.0,16456.0,2540334.0,1424.0,17220254.0,730.08,1675.6
Pennsylvania,Armstrong County,42005.0,68941.0,72392.0,5.2,20.6,18.4,50.7,98.0,0.8,0.1,0.2,NA,0.8,0.5,97.7,91.2,0.8,1.8,87.7,13.9,6868.0,27.7,32520.0,76.4,10.2,89100.0,28814.0,2.37,21828.0,42752.0,11.7,1298.0,13338.0,-20.0,3221.0,4908.0,NA,NA,NA,NA,NA,25.5,370895.0,NA,532139.0,7734.0,39542.0,60.0,698238.0,653.2,105.5
Pennsylvania,Beaver County,42007.0,170539.0,181412.0,5.3,20.5,18.6,51.8,91.2,6.3,0.1,0.4,NA,1.7,1.2,90.4,89.4,1.9,4.5,89.6,19.2,17135.0,24.8,78211.0,75.2,17.3,112400.0,70350.0,2.38,24168.0,46190.0,11.1,3433.0,47878.0,-3.4,8361.0,11685.0,3.0,NA,NA,NA,NA,26.5,4708830.0,1180098.0,1555258.0,8989.0,156309.0,337.0,1541327.0,434.71,392.3
Pennsylvania,Bedford County,42009.0,49762.0,49984.0,5.3,21.6,19.0,50.4,98.0,0.5,0.2,0.2,NA,0.8,0.9,97.5,91.2,0.6,2.3,83.9,12.5,4722.0,26.9,23954.0,79.7,7.9,112800.0,19913.0,2.49,20545.0,40249.0,13.5,1098.0,13043.0,-12.0,3279.0,4459.0,NA,NA,NA,NA,NA,NA,728654.0,295488.0,581577.0,11712.0,70289.0,108.0,407092.0,1012.3,49.2
Pennsylvania,Berks County,42011.0,411442.0,373638.0,6.1,23.9,14.5,50.9,83.2,4.9,0.3,1.3,0.0,2.5,16.4,76.9,85.1,6.5,16.2,83.1,21.7,32200.0,23.6,164827.0,73.1,18.4,170400.0,153307.0,2.56,25518.0,53470.0,12.4,8413.0,144462.0,-3.0,23035.0,30325.0,3.4,NA,1.7,NA,5.5,27.3,8461848.0,4417612.0,4953210.0,12307.0,445993.0,415.0,2542863.0,856.51,480.4
Pennsylvania,Blair County,42013.0,127089.0,129144.0,5.7,21.1,17.7,51.4,96.2,1.7,0.1,0.6,NA,1.2,1.0,95.6,87.5,1.0,2.7,89.7,17.3,13064.0,19.6,56276.0,73.0,17.6,97400.0,51651.0,2.39,22880.0,42363.0,12.9,3220.0,49683.0,-4.2,6059.0,8728.0,NA,NA,NA,NA,NA,27.3,1931222.0,1511209.0,2038719.0,16182.0,178855.0,159.0,1281672.0,525.8,241.7
Pennsylvania,Bradford County,42015.0,62622.0,62761.0,6.0,22.7,17.8,50.8,97.5,0.5,0.2,0.5,NA,1.0,1.1,96.7,88.9,1.2,2.5,85.4,15.7,6258.0,22.7,29979.0,74.8,11.8,101700.0,24861.0,2.48,20979.0,40543.0,13.6,1341.0,17314.0,-8.3,3661.0,5145.0,NA,NA,NA,NA,NA,22.8,1772445.0,NA,727813.0,11864.0,48780.0,175.0,472717.0,1147.4,54.6
Pennsylvania,Bucks County,42017.0,625249.0,597635.0,5.5,23.0,14.6,51.0,89.2,3.6,0.2,3.8,NA,1.7,4.3,86.9,92.5,8.1,10.5,91.9,34.5,44252.0,28.1,245956.0,78.5,19.3,321500.0,229552.0,2.65,35687.0,74828.0,4.9,18943.0,248606.0,0.4,47742.0,65114.0,1.5,NA,3.5,NA,2.0,24.9,9316305.0,9859583.0,13089805.0,21067.0,970247.0,474.0,3833253.0,604.31,1034.7
Pennsylvania,Butler County,42019.0,183862.0,174083.0,5.4,22.4,15.1,50.8,96.6,1.1,0.1,1.0,NA,0.9,1.1,95.9,88.3,1.7,3.4,91.9,28.8,16573.0,26.3,78167.0,77.0,14.0,159e3,71911.0,2.48,28446.0,56878.0,8.3,4643.0,74304.0,17.3,11146.0,15493.0,NA,NA,NA,NA,0.6,27.3,5361964.0,2580221.0,2527258.0,13849.0,269549.0,523.0,1544588.0,788.6,233.1
Pennsylvania,Cambria County,42021.0,143679.0,152598.0,5.0,19.7,18.8,50.6,94.1,3.6,0.1,0.5,NA,1.2,1.4,93.3,88.8,1.5,3.4,87.6,17.5,15608.0,22.3,65650.0,73.8,16.1,86e3,58802.0,2.33,21278.0,39574.0,13.7,3439.0,50616.0,-1.6,6537.0,9667.0,1.0,NA,1.5,NA,NA,24.0,1439815.0,582513.0,1626462.0,11212.0,155969.0,117.0,2544973.0,688.35,208.7
Pennsylvania,Cameron County,42023.0,5085.0,5974.0,4.3,19.4,21.4,50.9,98.3,0.3,0.3,0.3,0.0,0.8,0.4,98.0,93.1,0.9,1.6,85.2,14.9,593.0,15.3,4455.0,73.1,8.6,74200.0,2181.0,2.35,21375.0,40733.0,11.4,122.0,1626.0,-22.4,267.0,513.0,NA,NA,NA,NA,NA,NA,213836.0,NA,29606.0,5534.0,2764.0,0.0,54294.0,396.23,12.8
Pennsylvania,Carbon County,42025.0,65249.0,58802.0,5.3,20.8,17.8,50.7,95.8,1.5,0.2,0.5,NA,1.2,3.3,93.7,89.9,2.6,4.3,86.7,14.6,6558.0,31.1,34299.0,80.2,8.8,139800.0,26111.0,2.45,22956.0,47744.0,10.5,1140.0,13577.0,-5.9,3319.0,5149.0,2.0,NA,NA,NA,NA,28.1,514283.0,35793.0,483916.0,7661.0,104719.0,149.0,497620.0,381.46,171.1
Pennsylvania,Centre County,42027.0,153990.0,135758.0,4.4,15.9,11.3,48.2,89.4,3.0,0.1,5.2,0.0,1.5,2.4,87.9,71.1,6.6,9.2,92.6,40.0,9870.0,19.3,63297.0,60.1,29.6,175800.0,54971.0,2.41,23744.0,47016.0,18.5,3180.0,42376.0,-9.4,8782.0,11078.0,0.8,NA,2.0,NA,0.9,25.5,1216463.0,572296.0,1604290.0,11134.0,240050.0,426.0,1316768.0,1109.92,138.7
Pennsylvania,Chester County,42029.0,498886.0,433501.0,6.2,24.9,12.8,50.9,85.5,6.1,0.2,3.9,NA,1.8,6.5,82.1,88.5,8.3,11.4,92.5,47.8,33394.0,27.9,192462.0,77.1,18.4,334300.0,181136.0,2.63,41251.0,84741.0,6.2,13860.0,231960.0,22.0,37430.0,49835.0,2.3,NA,2.8,NA,1.4,26.5,6753001.0,8571403.0,11338422.0,23255.0,783220.0,1112.0,4383451.0,750.51,664.7
Pennsylvania,Clarion County,42031.0,39988.0,41765.0,5.1,19.4,16.4,51.6,97.2,1.2,0.1,0.5,NA,0.8,0.6,96.8,83.9,0.9,2.8,87.2,17.2,3634.0,21.1,19962.0,71.3,13.2,97800.0,15742.0,2.43,20259.0,40028.0,15.8,970.0,11228.0,-11.3,2576.0,3460.0,NA,NA,NA,NA,NA,NA,586557.0,287384.0,421097.0,10563.0,51159.0,47.0,348244.0,600.83,66.6
Pennsylvania,Clearfield County,42033.0,81642.0,83382.0,5.0,20.0,17.5,48.4,95.4,2.3,0.1,0.5,NA,0.9,2.3,94.4,88.1,0.9,3.2,86.0,12.3,8555.0,24.2,38644.0,76.7,10.7,82900.0,32823.0,2.37,20142.0,37130.0,14.7,1973.0,24774.0,-7.0,4356.0,5353.0,NA,NA,NA,NA,NA,26.1,NA,NA,1150136.0,13875.0,88010.0,124.0,700815.0,1144.72,71.3
Pennsylvania,Clinton County,42035.0,39238.0,37914.0,5.6,20.7,16.2,51.0,96.5,1.6,0.1,0.5,NA,0.8,1.1,95.9,82.2,1.4,4.4,85.6,16.7,3818.0,23.6,19080.0,72.5,16.1,98400.0,15238.0,2.38,19261.0,39354.0,15.5,731.0,10699.0,2.0,1777.0,2479.0,NA,NA,NA,NA,NA,24.6,1214979.0,NA,520692.0,14025.0,43233.0,31.0,329100.0,887.98,44.2
Pennsylvania,Columbia County,42037.0,67295.0,64151.0,4.8,18.7,16.1,52.0,95.4,1.9,0.1,0.8,NA,1.1,2.0,94.4,86.0,1.9,3.2,86.7,18.3,6003.0,20.9,29498.0,71.5,16.8,118800.0,25884.0,2.41,22403.0,42788.0,13.7,1438.0,21687.0,-12.9,3198.0,4929.0,NA,NA,NA,NA,NA,25.1,NA,109948.0,826209.0,12752.0,90614.0,123.0,498759.0,483.11,139.3
Pennsylvania,Crawford County,42039.0,88765.0,90366.0,5.7,22.4,16.6,51.2,96.3,1.7,0.2,0.5,NA,1.1,0.9,95.7,86.4,1.2,5.7,85.8,18.3,8558.0,21.0,44686.0,74.0,12.8,97900.0,35456.0,2.42,20383.0,38924.0,15.8,2108.0,26249.0,-8.6,5455.0,6868.0,NA,NA,NA,NA,NA,21.5,1632637.0,146718.0,877346.0,9859.0,90060.0,108.0,725180.0,1012.3,87.7
Pennsylvania,Cumberland County,42041.0,235406.0,213674.0,5.4,20.7,15.6,50.9,90.9,3.2,0.2,3.0,NA,1.8,2.7,89.4,84.6,4.8,7.6,90.4,32.3,22134.0,21.0,99988.0,72.4,19.6,174600.0,93739.0,2.31,30119.0,60219.0,6.5,5741.0,116406.0,0.9,13988.0,19279.0,1.5,NA,2.4,NA,NA,22.5,3472636.0,3657759.0,3684912.0,16179.0,402745.0,832.0,2284049.0,545.46,431.6
Pennsylvania,Dauphin County,42043.0,268100.0,251798.0,6.3,23.2,13.7,51.7,72.7,18.0,0.2,3.2,0.0,3.1,7.0,69.9,84.6,5.6,10.3,88.5,27.1,23736.0,20.7,120406.0,65.5,24.6,153100.0,107808.0,2.42,27727.0,52371.0,11.9,6866.0,142403.0,4.6,14099.0,19512.0,7.9,0.4,3.9,NA,NA,24.3,NA,6456618.0,3869515.0,15064.0,676791.0,691.0,5803841.0,525.05,510.6
Pennsylvania,Delaware County,42045.0,558979.0,550864.0,6.1,23.3,14.3,52.1,72.5,19.7,0.2,4.7,NA,2.0,3.0,71.1,88.9,8.5,10.9,90.5,34.7,39171.0,27.4,222902.0,71.8,23.7,232300.0,206542.0,2.59,32067.0,61876.0,9.4,12870.0,206780.0,-4.7,36484.0,47789.0,8.4,NA,5.5,NA,NA,28.4,19060350.0,4219965.0,6358447.0,11456.0,779477.0,363.0,6089156.0,183.84,3040.5
Pennsylvania,Elk County,42047.0,31946.0,35112.0,4.8,20.8,19.0,50.3,98.5,0.3,0.1,0.3,NA,0.7,0.6,98.1,93.1,1.1,2.2,89.8,16.2,3171.0,18.0,17585.0,79.9,10.6,91300.0,13743.0,2.33,22729.0,43745.0,11.0,912.0,13425.0,-11.5,1624.0,2598.0,NA,NA,NA,NA,NA,NA,1616512.0,69874.0,291195.0,8922.0,24081.0,36.0,276842.0,827.36,38.6
Pennsylvania,Erie County,42049.0,280566.0,280843.0,6.0,22.7,14.6,50.8,88.2,7.2,0.2,1.1,NA,2.1,3.4,86.5,83.9,3.8,6.1,89.0,23.3,24117.0,18.6,119138.0,69.2,25.0,111300.0,108252.0,2.46,22644.0,43595.0,15.6,6552.0,114158.0,-6.7,13850.0,19610.0,3.2,0.3,NA,NA,1.2,23.5,6890810.0,1157206.0,3428421.0,12253.0,428110.0,586.0,2174397.0,799.15,351.1
Pennsylvania,Fayette County,42051.0,136606.0,148644.0,5.0,20.3,18.0,50.9,93.3,4.6,0.1,0.3,NA,1.3,0.8,92.9,89.3,1.0,2.9,82.9,13.9,12655.0,23.8,62773.0,73.0,13.2,82500.0,55363.0,2.43,19209.0,34796.0,19.2,2746.0,37098.0,9.0,6193.0,8796.0,1.5,NA,NA,NA,NA,23.5,1161382.0,528140.0,1535518.0,10661.0,246895.0,240.0,1663346.0,790.34,172.8
Pennsylvania,Forest County,42053.0,7716.0,4946.0,2.4,12.4,18.4,33.1,76.9,18.0,0.2,0.2,0.0,0.6,5.4,75.8,79.3,0.9,4.5,80.7,9.6,958.0,27.4,8760.0,85.8,1.6,79700.0,1996.0,2.69,14325.0,35150.0,11.7,111.0,1180.0,3.0,322.0,389.0,NA,NA,NA,NA,NA,NA,0.0,NA,19250.0,2779.0,8362.0,10.0,62943.0,427.19,18.1
Pennsylvania,Franklin County,42055.0,149618.0,129313.0,6.6,23.9,16.5,51.1,92.0,3.1,0.2,0.9,NA,1.8,4.3,90.2,87.6,3.4,6.5,83.8,18.3,14406.0,23.3,63219.0,74.3,15.3,175e3,58290.0,2.46,25307.0,51035.0,8.2,3107.0,47245.0,11.9,8602.0,10759.0,NA,NA,NA,NA,1.1,27.0,3244364.0,NA,1749971.0,12323.0,164527.0,570.0,1331830.0,772.22,193.7
Pennsylvania,Fulton County,42057.0,14845.0,14261.0,6.2,23.1,17.1,49.7,97.3,1.0,0.2,0.1,NA,1.0,0.8,96.9,90.8,0.8,1.2,83.4,9.9,1269.0,31.8,7122.0,77.4,5.0,157500.0,5848.0,2.54,21739.0,45240.0,13.3,284.0,3698.0,-34.4,951.0,1238.0,NA,NA,NA,NA,NA,25.3,NA,215272.0,101400.0,6789.0,9922.0,24.0,229067.0,437.55,33.9
Pennsylvania,Greene County,42059.0,38686.0,40672.0,5.0,19.9,15.3,48.5,94.6,3.3,0.2,0.3,NA,1.0,1.2,94.1,85.2,0.8,2.7,83.9,14.6,4072.0,26.8,16460.0,75.3,10.0,81800.0,14010.0,2.58,20258.0,40498.0,16.7,731.0,12177.0,45.4,1588.0,2203.0,NA,NA,NA,NA,NA,24.7,NA,191146.0,432778.0,10998.0,36814.0,41.0,451573.0,575.95,67.2
Pennsylvania,Huntingdon County,42061.0,45913.0,45586.0,5.4,20.1,16.2,47.1,92.5,5.2,0.1,0.4,NA,0.9,1.6,91.9,86.4,1.1,3.3,85.5,13.8,4332.0,27.8,22365.0,76.8,9.4,105800.0,16876.0,2.42,20616.0,41700.0,11.4,853.0,9533.0,-5.5,2620.0,3587.0,NA,NA,NA,NA,NA,24.6,NA,NA,363191.0,7977.0,40380.0,99.0,363336.0,874.64,52.5
Pennsylvania,Indiana County,42063.0,88880.0,89605.0,5.1,19.0,15.7,50.3,94.9,2.7,0.1,0.9,NA,0.9,1.1,94.4,81.7,1.5,4.6,86.7,19.2,7874.0,23.1,38236.0,71.8,16.7,98200.0,34375.0,2.44,20587.0,40225.0,18.6,1982.0,27528.0,8.1,5018.0,6934.0,NA,NA,NA,NA,NA,20.2,NA,492295.0,1278987.0,14627.0,92360.0,88.0,783585.0,827.03,107.5
Pennsylvania,Jefferson County,42065.0,45200.0,45932.0,5.7,21.6,18.3,50.7,98.3,0.3,0.2,0.2,NA,0.8,0.6,97.9,91.2,0.5,2.8,86.9,12.0,4108.0,20.3,22434.0,76.8,11.5,80100.0,18236.0,2.47,20305.0,38406.0,13.7,1159.0,13489.0,-1.3,3091.0,4071.0,NA,NA,NA,NA,NA,24.8,953515.0,235389.0,477351.0,10594.0,32316.0,81.0,420892.0,652.43,69.3
Pennsylvania,Juniata County,42067.0,24636.0,22821.0,6.3,24.0,16.8,50.1,96.8,0.6,0.1,0.3,0.0,1.0,2.5,95.7,90.9,1.6,5.1,80.1,10.8,1753.0,29.6,10978.0,77.0,7.4,127200.0,9037.0,2.69,20682.0,44276.0,8.3,465.0,5033.0,-14.0,1737.0,1879.0,NA,NA,NA,NA,NA,28.8,392018.0,69810.0,197576.0,8560.0,14597.0,41.0,162641.0,391.35,63.0
Pennsylvania,Lackawanna County,42069.0,214437.0,213295.0,5.4,20.5,17.7,51.9,92.0,2.5,0.2,1.7,NA,1.5,5.0,89.7,87.6,4.0,7.4,87.5,23.7,19598.0,19.7,96832.0,66.1,29.4,137100.0,86318.0,2.37,24152.0,43673.0,13.2,5415.0,98621.0,5.6,11013.0,15566.0,0.7,NA,NA,NA,NA,23.5,NA,3127587.0,3178821.0,15185.0,360487.0,265.0,2436983.0,459.08,467.1
Pennsylvania,Lancaster County,42071.0,519445.0,470658.0,6.8,24.8,15.0,51.1,88.6,3.7,0.2,1.9,0.0,2.0,8.6,84.9,87.8,4.4,15.6,82.3,23.3,36398.0,21.9,202952.0,70.2,19.5,184400.0,191474.0,2.59,25854.0,54765.0,9.7,11981.0,211461.0,-1.5,36310.0,46957.0,1.6,NA,2.1,NA,1.9,25.4,13269853.0,6333643.0,6542276.0,13101.0,763937.0,1381.0,2905940.0,943.81,550.4
Pennsylvania,Lawrence County,42073.0,91108.0,94643.0,5.3,21.2,18.8,51.8,93.8,3.8,0.1,0.4,NA,1.6,1.0,93.2,91.0,1.5,4.3,86.5,18.6,8571.0,21.9,40975.0,78.1,12.7,92600.0,36587.0,2.44,21467.0,42570.0,12.7,2004.0,26968.0,-10.8,4837.0,6538.0,NA,NA,NA,NA,NA,27.0,1745196.0,NA,949636.0,10447.0,73373.0,105.0,909044.0,358.18,254.4
Pennsylvania,Lebanon County,42075.0,133568.0,120327.0,6.3,23.0,17.0,51.2,91.0,2.2,0.2,1.1,NA,1.6,9.3,86.9,87.8,3.0,9.0,84.4,18.3,12106.0,22.5,55592.0,74.6,17.8,155900.0,51543.0,2.47,25525.0,52356.0,8.9,2636.0,43082.0,14.5,7539.0,10145.0,NA,NA,1.6,NA,NA,23.4,2393561.0,2802572.0,1488641.0,11612.0,125336.0,240.0,1317849.0,361.83,369.1
Pennsylvania,Lehigh County,42077.0,349497.0,312090.0,6.1,23.7,14.8,51.6,79.1,6.1,0.4,2.9,0.0,2.9,18.8,71.6,85.1,9.0,20.4,85.9,27.0,27053.0,23.5,142613.0,68.8,23.5,203200.0,132879.0,2.52,27301.0,53541.0,11.9,8479.0,153954.0,-4.6,20680.0,27183.0,4.6,NA,3.5,NA,8.3,29.5,7031570.0,NA,5081208.0,15047.0,546275.0,589.0,2185438.0,345.17,1012.5
Pennsylvania,Luzerne County,42079.0,320918.0,319250.0,5.2,20.2,17.9,51.1,90.7,3.4,0.2,1.0,NA,1.5,6.7,88.2,88.1,4.1,7.1,87.0,20.2,30751.0,21.8,148748.0,69.9,20.6,113300.0,130855.0,2.36,23245.0,42224.0,13.7,7379.0,124158.0,-2.5,15913.0,22566.0,1.0,NA,1.9,NA,2.8,23.6,5708309.0,2174732.0,5223747.0,16746.0,442900.0,359.0,3284998.0,890.33,360.4
Pennsylvania,Lycoming County,42081.0,116111.0,120044.0,5.6,20.9,16.5,51.0,92.6,4.5,0.2,0.6,NA,1.7,1.3,91.9,86.5,1.4,3.1,85.9,18.8,11068.0,19.3,52500.0,69.8,19.3,119200.0,46612.0,2.4,21802.0,42689.0,14.4,2805.0,43559.0,-11.9,6292.0,8851.0,NA,NA,1.6,NA,1.1,28.3,3358208.0,701940.0,1458361.0,12482.0,147871.0,207.0,951774.0,1228.59,94.5
Pennsylvania,Mc Kean County,42083.0,43450.0,45936.0,5.5,21.1,17.0,49.0,95.9,2.4,0.2,0.4,NA,0.9,1.7,94.5,87.9,1.0,2.9,88.3,15.6,4671.0,18.7,21225.0,74.4,10.9,72300.0,17324.0,2.38,21022.0,40097.0,13.9,1076.0,13482.0,-11.9,2151.0,3083.0,NA,NA,NA,NA,NA,21.1,1394433.0,NA,422296.0,9679.0,40949.0,35.0,406262.0,979.2,44.4
Pennsylvania,Mercer County,42085.0,116638.0,120293.0,5.1,21.6,18.5,51.0,91.6,5.8,0.1,0.6,NA,1.5,1.1,91.0,87.0,1.6,4.7,87.1,19.0,11179.0,20.4,51733.0,75.3,14.9,101700.0,46681.0,2.35,21765.0,42573.0,13.2,2794.0,44087.0,-5.0,6323.0,9694.0,NA,NA,NA,NA,0.5,25.6,3463612.0,NA,1441622.0,12308.0,166752.0,152.0,1066668.0,672.58,173.4
