numero,data,nome,cnpj_ou_cpf,licitacao,num_licitacao,modalidade_licitacao,órgão,unidade_orçamentaria,funcao_orcamentaria,subfuncao_orcamentaria,programa,acao,natureza_despesa,fonte_do_recurso,valor_empenhado,valor_liquidado,valor_pago,valor_anulado,valor_saldo
3569,2016-10-31,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2113 - Ações administrativas da SEAGRI,319004,0 - Recursos Ordinários,72540.0,72540.0,72540.0,NA,0.0
3570,2016-10-31,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2119 - Ações administrativas da SECULT,319004,0 - Recursos Ordinários,81020.0,81020.0,81020.0,NA,0.0
3571,2016-11-17,ALICERCE CONSTRUÇÕES E MONTAGENS EIRELI - ME.,18.957.424/0001-04,SIM,214172015,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,449051,0 - Recursos Ordinários,44002.36,44002.36,44002.36,NA,0.0
3572,2016-10-31,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,319004,0 - Recursos Ordinários,113175.0,113175.0,113175.0,NA,0.0
3573,2016-10-31,IPSEM-INSTITUTO DE PREVIDÊNCIA DO SERVIDOR MUNICIPAL,41.134.826/0001-20,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,"2022 - Encargos sociais (IPSEM, INSS, vale transporte)",319113,0 - Recursos Ordinários,534492.9,534492.9,534492.9,NA,0.0
3574,2016-11-18,R. P. DA SILVA MATERIAL DE CONSTRUÇÃO LTDA.,70.097.282/0001-72,SIM,214282014,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339030,0 - Recursos Ordinários,26580.0,26580.0,26580.0,NA,0.0
3575,2016-10-31,IPSEM-INSTITUTO DE PREVIDÊNCIA DO SERVIDOR MUNICIPAL,41.134.826/0001-20,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,"2022 - Encargos sociais (IPSEM, INSS, vale transporte)",319113,0 - Recursos Ordinários,302086.05,302086.05,302086.05,NA,0.0
3576,2016-10-31,IPSEM-INSTITUTO DE PREVIDÊNCIA DO SERVIDOR MUNICIPAL,41.134.826/0001-20,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,319113,0 - Recursos Ordinários,203232.84,203232.84,203232.84,NA,0.0
3577,2016-11-18,GMP MÁQUINAS E EQUIPAMENTOS LTDA,06.196.577/0001-05,SIM,211202015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,606 - Extensão Rural,1009 - Fortalecimento do setor primário,2107 - Ações de incentivo ao pequeno produtor rural,449052,52 - Transferência de Convênios  Outros  Federal,591885.0,0.0,0.0,NA,591885.0
3578,2016-11-18,GMP MÁQUINAS E EQUIPAMENTOS LTDA,06.196.577/0001-05,SIM,211202015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,606 - Extensão Rural,1009 - Fortalecimento do setor primário,2107 - Ações de incentivo ao pequeno produtor rural,449052,0 - Recursos Ordinários,38115.0,0.0,0.0,NA,38115.0
3579,2016-10-31,IPSEM-INSTITUTO DE PREVIDÊNCIA DO SERVIDOR MUNICIPAL,41.134.826/0001-20,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,319113,0 - Recursos Ordinários,114862.69,114862.69,114862.69,NA,0.0
3580,2016-10-14,BANCO BRADESCO S/A,60.746.948/3853-16,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,8.8,8.8,8.8,NA,0.0
3581,2016-11-21,MODERNA LOCAÇÃO E EMPREENDIMENTOS LTDA - ME,35.484.971/0001-39,SIM,201042016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339039,0 - Recursos Ordinários,3510.0,3510.0,3510.0,NA,0.0
3582,2016-11-21,MODERNA LOCAÇÃO E EMPREENDIMENTOS LTDA - ME,35.484.971/0001-39,SIM,201042016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339039,0 - Recursos Ordinários,6750.0,6750.0,0.0,NA,6750.0
3583,2016-10-28,FRANCISCO TENÓRIO DE OLIVEIRA TAVARES - ME,05.022.719/0001-47,SIM,201022016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339039,0 - Recursos Ordinários,7415.0,7415.0,0.0,NA,7415.0
3584,2016-10-28,FRANCISCO TENÓRIO DE OLIVEIRA TAVARES - ME,05.022.719/0001-47,SIM,201022016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339039,0 - Recursos Ordinários,5465.0,5465.0,0.0,NA,5465.0
3585,2016-10-31,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2139 - Ações administrativas da SESUMA,319016,0 - Recursos Ordinários,155532.86,155532.86,155532.86,NA,0.0
3586,2016-10-31,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2031 - Ações administrativas da Procuradoria Geral,319016,0 - Recursos Ordinários,32181.38,32181.38,32181.38,NA,0.0
3587,2016-11-04,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2029 - Ações da central de abastecimento e serviços,339030,0 - Recursos Ordinários,16249.7,16249.7,16249.7,NA,0.0
3588,2016-11-04,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,339030,0 - Recursos Ordinários,10487.76,10487.76,0.0,NA,10487.76
3589,2016-11-04,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339030,0 - Recursos Ordinários,22518.84,22518.84,22518.84,NA,0.0
3590,2016-11-21,Lançar Construtora E Incorporadora Ltda,03.834.750/0001-57,SIM,208022016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339039,0 - Recursos Ordinários,1180354.45,826248.15,354106.3,NA,826248.15
3591,2016-11-04,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339030,0 - Recursos Ordinários,97160.14,97160.14,97160.14,NA,0.0
3592,2016-11-04,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,203062015,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2110 - Secretaria de Agricultura,20 - Agricultura,606 - Extensão Rural,1009 - Fortalecimento do setor primário,2107 - Ações de incentivo ao pequeno produtor rural,339030,0 - Recursos Ordinários,8296.96,8296.96,8296.96,NA,0.0
3593,2016-10-17,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME,05.526.783/0002-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2050 - Secretaria de Assistência Social,8 - Assistência Social,306 - Alimentação e Nutrição,1021 - Segurança Alimentar e combate à miséria,"2038 - Ações para restaurante popular, cozinha comunitária e banco de alimentos",339093,52 - Transferência de Convênios  Outros  Federal,292506.14,292506.14,292506.14,NA,0.0
3594,2016-10-17,MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME,05.526.783/0002-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2050 - Secretaria de Assistência Social,8 - Assistência Social,306 - Alimentação e Nutrição,1021 - Segurança Alimentar e combate à miséria,"2038 - Ações para restaurante popular, cozinha comunitária e banco de alimentos",339093,52 - Transferência de Convênios  Outros  Federal,331096.89,331096.89,331096.89,NA,0.0
3595,2016-11-21,MIMOZZA CONSTRUÇÃO LTDA.,10.291.098/0001-37,SIM,213012016,2-Tomada de Preço,2 - Prefeitura Municipal de Campina Grande,"2130 - Secretaria de Esportes, Juventude e Lazer",27 - Desporto e Lazer,813 - Lazer,1024 - Infraestrutura dos espaços de esporte e lazer,1030 - Construção e ampliação dos espaços de esporte e lazer,449051,0 - Recursos Ordinários,32229.0,32229.0,32229.0,NA,0.0
3596,2016-11-22,FLAVIO DA MOTA GOUVEIA,***.611.794-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2090 - Secretaria de Planejamento,16 - Habitação,482 - Habitação Urbana,1027 - Habitação para todos,2100 - Ações do trabalho técnico social,339036,0 - Recursos Ordinários,320.0,0.0,0.0,NA,320.0
3597,2016-11-22,JOSIVAN SILVA - ME,02.301.135/0001-12,SIM,212282014,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2120 - Secretaria de Cultura,13 - Cultura,392 - Difusão Cultural,1026 - Campina Cultural,"2115 - Realização e apoio a eventos, projetos e atividades artísticas-culturais",339039,0 - Recursos Ordinários,897.0,897.0,0.0,NA,897.0
3598,2016-11-22,Lançar Construtora E Incorporadora Ltda,03.834.750/0001-57,SIM,208082015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2087 - Ações de eficientização energética,339039,0 - Recursos Ordinários,282435.81,282435.81,282435.81,NA,0.0
3599,2016-11-18,LIGHT - Engenharia e Comércio Ltda.,24.222.762/0001-09,SIM,214022013,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,196460.0,196460.0,196460.0,NA,0.0
3600,2016-11-22,FENIX TURISMO TRANSPORTES EIRELI ME,05.022.719/0001-47,SIM,206092016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1015 - Infraestrutura da rede municipal de educação,2045 - Ações de melhoria na frota veicular das unidades,339039,15 - Transferência de Recursos do FNDE,13606.0,13606.0,13606.0,NA,0.0
3601,2016-11-22,SITRANS DE CAMPINA GRANDE,09.244.401/0001-61,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2049 - Recursos FUNDEB Outras despesas,339039,19 - Transferência do FUNDEB (outras),7648.69,7648.69,7648.69,NA,0.0
3602,2016-10-17,PROCURADORIA GERAL DO ESTADO - 1ª VARA,08.907.750/0001-53,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,3152.0,3152.0,3152.0,NA,0.0
3603,2016-10-17,3ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE,09.283.185/0001-63,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,2364.0,2364.0,2364.0,NA,0.0
3604,2016-10-17,CARTÓRIO DA 2ª VARA DA FAZENDA PUBLICA,08.325.482/0001-61,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,1576.0,1576.0,1576.0,NA,0.0
3605,2016-10-17,PROCURADORIA GERAL DO ESTADO - 1ª VARA,08.907.750/0001-53,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,1576.0,1576.0,1576.0,NA,0.0
3606,2016-10-17,3ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE,09.283.185/0001-63,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,2364.0,2364.0,2364.0,NA,0.0
3607,2016-10-17,3ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE,09.283.185/0001-63,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,100.0,100.0,100.0,NA,0.0
3608,2016-10-17,3ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE,09.283.185/0001-63,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,1009.4,1009.4,1009.4,NA,0.0
3609,2016-10-31,CLAIR & LEITÃO CONTABILIDADE PÚBLICA LTDA - ME,10.571.183/0001-59,SIM,202032016,7-Inexigibilidade,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2021 - Atividades contábeis e controle interno,339039,0 - Recursos Ordinários,56e3,54e3,36e3,NA,2e4
3610,2016-11-17,"EMPRESA PNEUCAR COMÉRCIO DE PNEU, PEÇAS E SERVIÇOS LTDA.",35.500.289/0001-92,SIM,214212014,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339030,0 - Recursos Ordinários,52902.0,52902.0,52902.0,NA,0.0
3611,2016-11-11,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,172.0,172.0,172.0,NA,0.0
3612,2016-10-05,TRIBUNAL DE JUSTIÇA DO ESTADO DA PARAIBA-,09.283.185/0001-63,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,2230.01,2230.01,2230.01,NA,0.0
3613,2016-11-16,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,25.8,25.8,25.8,NA,0.0
3614,2016-10-19,TRIBUNAL DE JUSTIÇA DO ESTADO DA PARAIBA-,09.283.185/0001-63,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,1 - Setenças judiciais e precatórios,319091,0 - Recursos Ordinários,6323.02,6323.02,6323.02,NA,0.0
3615,2016-11-17,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,25.8,25.8,25.8,NA,0.0
3616,2016-10-17,FUNDO NACIONAL DE ASSISTENCIA SOCIAL-FNAS,01.002.940/0001-82,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2080 - Secretaria de Obras,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2091 - Ações administrativas da SECOB,339093,52 - Transferência de Convênios  Outros  Federal,52981.82,52981.82,52981.82,NA,0.0
3617,2016-11-10,DELEGACIA DA RECEITA FEDERAL,00.394.460/0086-30,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,469077,0 - Recursos Ordinários,188108.99,188108.99,188108.99,NA,0.0
3618,2016-11-18,POSTO DE COMBUSTIVEIS SÃO MARCOS LTDA,01.106.085/0001-50,SIM,214202016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2130 - Serviços de melhoramentos no sistema viário,339030,0 - Recursos Ordinários,16942.0,16942.0,16942.0,NA,0.0
3619,2016-11-23,PASCOAL CARLOS DE ARAÚJO,***.833.994-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,474.6,474.6,474.6,NA,0.0
3620,2016-11-22,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,111.8,111.8,111.8,NA,0.0
3621,2016-11-23,ALICERCE CONSTRUÇÕES E MONTAGENS EIRELI - ME.,18.957.424/0001-04,SIM,213022015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,"2130 - Secretaria de Esportes, Juventude e Lazer",27 - Desporto e Lazer,813 - Lazer,1024 - Infraestrutura dos espaços de esporte e lazer,1030 - Construção e ampliação dos espaços de esporte e lazer,449051,0 - Recursos Ordinários,147082.38,147082.38,147082.38,NA,0.0
3622,2016-11-23,EMPREITEIRA TAVARENSE LTDA,03.255.805/0001-74,SIM,214012015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2130 - Serviços de melhoramentos no sistema viário,449051,0 - Recursos Ordinários,28706.56,28706.56,28706.56,NA,0.0
3623,2016-11-24,IPSEM-INSTITUTO DE PREVIDÊNCIA DO SERVIDOR MUNICIPAL,41.134.826/0001-20,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,469177,0 - Recursos Ordinários,1705004.24,1705004.24,1705004.24,NA,0.0
3624,2016-11-23,EMPREITEIRA TAVARENSE LTDA,03.255.805/0001-74,SIM,214012015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2130 - Serviços de melhoramentos no sistema viário,449051,0 - Recursos Ordinários,128725.33,128725.33,128725.33,NA,0.0
3625,2016-11-23,CAIXA ECONOMICA FEDERAL - CEF,00.360.305/0001-04,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,469077,0 - Recursos Ordinários,1206799.94,1206799.94,1206799.94,NA,0.0
3626,2016-11-23,CAIXA ECONOMICA FEDERAL - CEF,00.360.305/0001-04,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,329021,0 - Recursos Ordinários,295130.5,295130.5,295130.5,NA,0.0
3627,2016-11-23,CAIXA ECONOMICA FEDERAL - CEF,00.360.305/0001-04,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,329022,0 - Recursos Ordinários,18622.9,18622.9,18622.9,NA,0.0
3628,2016-11-10,BANCO DO BRASIL S/A,00.000.000/0063-94,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,28 - Encargos Especiais,846 - Outros Encargos Especiais,1 - Operações Especiais,2 - Amortização e encargos da dívida pública,469077,0 - Recursos Ordinários,153491.33,153491.33,153491.33,NA,0.0
3629,2016-11-22,CAIXA ECONOMICA FEDERAL - CEF,00.360.305/0001-04,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2024 - Encargos gerais,339039,0 - Recursos Ordinários,780.0,780.0,780.0,NA,0.0
3630,2016-11-24,PUBLIC SOFTWARE INFORMÁTICA LTDA,07.553.129/0001-76,SIM,020032013,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2021 - Atividades contábeis e controle interno,339039,0 - Recursos Ordinários,28500.0,28500.0,28500.0,NA,0.0
3631,2016-11-25,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE CAMPINA GRANDE,09.194.002/0001-33,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,2072 - Manutenção de eventos e ações promotoras do município,335041,0 - Recursos Ordinários,5e4,5e4,25e3,NA,25e3
3632,2016-11-18,NORDESTE COMÉRCIO DE  PEÇAS E SERVIÇOS LTDA,09.358.430/0001-54,SIM,214272016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,451 - Infra-Estrutura Urbana,1029 - Infraestrutura Urbana - PROINFRA,2130 - Serviços de melhoramentos no sistema viário,339039,0 - Recursos Ordinários,78570.0,78570.0,78570.0,NA,0.0
3633,2016-11-25,IOLANDA BARBOSA DA SILVA,***.628.284-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,361 - Ensino Fundamental,1016 - Gestão de sistemas e gestão escolar,2050 - Melhoria das condições oferta expansão das ações da rede municipal,339014,0 - Recursos Ordinários,1491.6,1491.6,1491.6,NA,0.0
3634,2016-11-24,TELEMAR NORTE LESTE S/A,33.000.118/0001-79,SIM,203132013,13-Adesão a Registro de Preço,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,11476.48,11476.48,11476.48,NA,0.0
3635,2016-11-16,CLARO S/A,40.432.544/0001-47,SIM,000902010,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,2486.8,2486.8,0.0,NA,2486.8
3636,2016-11-24,CAGEPA-CIA DE AGUA E ESGOTO DA PARAÍBA,09.123.654/0001-87,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,339039,0 - Recursos Ordinários,222.06,222.06,0.0,NA,222.06
