"","NR_CONVENIO","ANO_CONVENIO","TX_SUBSITUACAO","NM_ORGAO_SUPERIOR","NM_MUNICIPIO_PROPONENTE","NM_PROGRAMA","DT_INICIO_VIGENCIA","DT_FIM_VIGENCIA","VL_GLOBAL","VL_REPASSE","TX_OBJETO_CONVENIO","IN_ADITIVO_SN","QT_ADITIVOS","cod7","funcao.imputada","TX_STATUS"
"963",809969,2014,"Convênio","Ministerio das Cidades","SAO JOSE DE ESPINHARAS","2054 - Planejamento Urbano","24/03/2014","15/12/2014",246150,245850,"Pavimentação de Vias Públicas Urbanas",0,NA,2514404,"Urbanismo","Não iniciada"
"964",784368,2013,"Convênio","Ministerio do Esporte","SAO JOSE DE ESPINHARAS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","01/08/2013","31/07/2014",596938.78,585000,"Construção de Ginásio Esportivo no Município de são José de Espinharas/pb",0,NA,2514404,"Desporto e Lazer","Não iniciada"
"965",829999,2016,"Convênio","Ministerio das Cidades","JURIPIRANGA","Planejamento Urbano","30/06/2016","31/12/2018",296000,295300,"Implantação de Pavimentação no Município de Juripiranga ¿ pb.",0,NA,2507903,"Urbanismo","Não iniciada"
"966",809808,2014,"Convênio","Ministerio das Cidades","BELEM","2054 - Planejamento Urbano","01/04/2014","30/04/2015",547975.5,542550,"Pavimentação e Drenagem de Diversas Ruas no Município de Belém ¿ pb",0,NA,2501906,"Urbanismo","Não iniciada"
"967",803930,2014,"Convênio","Ministerio das Cidades","SAO BENTO","2054 - Planejamento Urbano","31/12/2014","31/12/2016",3e+05,295300,"Implantação de Pavimentação em Vias Públicas Urbanas",0,NA,2513901,"Urbanismo","Não iniciada"
"968",823632,2015,"Convênio","Ministerio da Saude","MOGEIRO","2068 - Saneamento B?sico ( A??o - 7652 - Melhorias Sanit?rias Domiciliares)","31/12/2015","31/12/2018",300400,3e+05,"Implantação de Melhorias Sanitárias Domiciliares",0,NA,2509404,"Saúde","Não iniciada"
"969",787005,2013,"Convênio","Ministerio do Esporte","ITAPOROROCA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","11/11/2013","28/11/2014",402371.13,390000,"Construção de uma Quadra Poliesportiva",0,NA,2507101,"Desporto e Lazer","Não iniciada"
"970",832474,2016,"Convênio","Ministerio do Turismo","CAAPORA","Apoio a Projetos de Infraestrutura Turistica - Emenda Parlamentar - Contrato de Repasse","30/06/2016","31/12/2018",3e+05,292500,"Reforma e Recuperação da Praça Nossa Senhora da Conceição no Município de Caaporã/pb.",0,NA,2503001,"Comércio e Serviços","Não iniciada"
"971",814719,2014,"Convênio","Ministerio da Saude","SANTA RITA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","16/12/2014","16/08/2016",249582.5,249582.5,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2513703,"Saúde","Não iniciada"
"972",804143,2014,"Convênio","Ministerio das Cidades","SAO BENTINHO","2054 - Planejamento Urbano","31/03/2014","31/12/2015",250870,245850,"Pavimentação de Diversas Ruas.",0,NA,2513927,"Urbanismo","Não iniciada"
"973",818362,2015,"Convênio","Ministerio do Esporte","BOA VENTURA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/07/2015","31/07/2017",283920,273000,"Reforma de Campo de Futebol no Município de boa Ventura ¿ pb",0,NA,2502102,"Desporto e Lazer","Não iniciada"
"974",834531,2016,"Convênio","Ministerio das Cidades","PATOS","Planejamento Urbano","08/03/2016","08/03/2018",384220,378541.16,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Patos - pb",0,NA,2510808,"Urbanismo","Não iniciada"
"975",803834,2014,"Convênio","Ministerio das Cidades","CACIMBAS","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas",0,NA,2503555,"Urbanismo","Não iniciada"
"976",818636,2015,"Convênio","Ministerio do Esporte","RIACHO DOS CAVALOS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2015","31/12/2017",1181700,1170000,"Construção de Campo de Futebol, Localizado no Município de Riacho dos Cavalos ¿ pb.",0,NA,2512804,"Desporto e Lazer","Não iniciada"
"977",790871,2013,"Convênio","Ministerio do Desenvolvimento Agrario","BARRA DE SANTA ROSA","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","31/12/2013","31/12/2015",204100,2e+05,"Aquisição de Patrulha Mecanizada",0,NA,2501609,"Organização Agrária","Não iniciada"
"978",809541,2014,"Convênio","Ministerio das Cidades","IMACULADA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",3e+05,295300,"Implantação de Pavimentação em Vias Públicas Urbanas.",0,NA,2506707,"Urbanismo","Não iniciada"
"979",803337,2014,"Convênio","Ministerio das Cidades","MATUREIA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas",0,NA,2509396,"Urbanismo","Não iniciada"
"980",808715,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SAO JOAO DO RIO DO PEIXE","Paraíba - Emendas Parlamentares - Investimento","31/12/2014","31/12/2016",250000,243750,"Adequação de Estradas Vicinais no Município de são João do rio do Peixe ¿ pb.",0,NA,2500700,"Agricultura","Não iniciada"
"981",782553,2013,"Convênio","Ministerio das Cidades","AROEIRAS","Planejamento Urbano","21/08/2013","31/12/2015",592000,592000,"Elaboração de Projeto Executivo e Pavimentação em Paralelepípedo, no Município de Aroeiras-pb",0,NA,2501302,"Urbanismo","Não iniciada"
"982",818581,2015,"Convênio","Ministerio do Esporte","CABEDELO","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/07/2015","31/12/2016",268725,268125,"Implantação e Modernização de Infraestrutura Esportiva no Município de Cabedelo/pb",0,NA,2503209,"Desporto e Lazer","Não iniciada"
"983",828934,2016,"Convênio","Ministerio das Cidades","TAPEROA","Planejamento Urbano","31/03/2016","31/12/2017",301330,295300,"Pavimentação de Diversas Ruas, no Município de Taperoá ¿ pb.",0,NA,2516508,"Urbanismo","Não iniciada"
"984",822862,2015,"Convênio","Ministerio das Cidades","TAPEROA","Planejamento Urbano","31/12/2015","31/12/2017",402245,394200,"Pavimentação de Diversas Ruas.",0,NA,2516508,"Urbanismo","Não iniciada"
"985",830516,2016,"Convênio","Ministerio das Cidades","NOVA OLINDA","Planejamento Urbano","01/03/2016","01/03/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Nova Olinda ¿ pb.",0,NA,2510204,"Urbanismo","Não iniciada"
"986",828102,2016,"Convênio","Ministerio da Integracao Nacional","PAULISTA","2084 Recursos H?dricos - sih (emendas Individuais)","31/12/2016","31/12/2018",710819,709219,"Construção de Açude Novo Horizonte Localizado na Zona Rural do Município de Paulista.",0,NA,2510907,"Urbanismo","Não iniciada"
"987",828104,2016,"Convênio","Ministerio da Integracao Nacional","GURINHEM","2084 Recursos H?dricos - sih (emendas Individuais)","31/12/2016","31/12/2018",280719.64,280000,"Implantação de Sistema de Abastecimento de Água Através de Perfuração e Instalação de Poços: 1 (um) Poço no Sitio Boqueirão, 2 (dois) Poços no Sitio Riacho Verde ,1 (um) Poço no Sitio Buenos Aires, 1 (um) Poço no Sitio Arroz, 1 (um) Poço Sitio Lagoa das p",0,NA,2506400,"Urbanismo","Não iniciada"
"988",814763,2014,"Convênio","Ministerio da Saude","SANTA RITA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","16/12/2014","15/12/2015",290000,290000,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2513703,"Saúde","Não iniciada"
"989",827389,2016,"Convênio","Ministerio das Cidades","LIVRAMENTO","Planejamento Urbano","31/12/2016","31/12/2018",250000,245850,"Pavimentação em Diversas Ruas",0,NA,2508505,"Urbanismo","Não iniciada"
"990",827087,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","BREJO DOS SANTOS","Fomento ao Setor Agropecuario - Investimento","31/07/2016","31/12/2017",198285,195000,"Aquisição de Patrulha Mecanizada",0,NA,2502904,"Agricultura","Não iniciada"
"991",814777,2014,"Convênio","Ministerio da Saude","SANTA RITA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","16/12/2014","15/12/2015",199980,199980,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2513703,"Saúde","Não iniciada"
"992",816069,2014,"Convênio","Ministerio da Saude","SANTA RITA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","31/12/2014","30/12/2015",249972.5,249972.5,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2513703,"Saúde","Não iniciada"
"993",796662,2013,"Convênio","Ministerio do Desenvolvimento Agrario","PILAR","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","12/06/2013","12/12/2014",2e+05,196000,"Aquisição de Patrulha Mecanizada Para o Município de Pilar/pb.",0,NA,2511509,"Organização Agrária","Não iniciada"
"994",814146,2014,"Convênio","Ministerio do Desenvolvimento Agrario","SANTA LUZIA","Desenvolvimento Territorial - Infra-estrutura e Serviços","30/07/2014","30/07/2016",440960,424000,"Construção de um Centro de Comercialização da Agricultura Familiar no Município de Santa Luzia-pb.",0,NA,2513406,"Organização Agrária","Não iniciada"
"995",809015,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CARRAPATEIRA","Paraíba - Emendas Parlamentares - Investimento","31/12/2014","31/12/2015",147712.5,146250,"Aquisição de Patrulha Mecanizada.",0,NA,2504108,"Agricultura","Não iniciada"
"996",814767,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","16/12/2014","16/08/2016",2e+05,2e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Não iniciada"
"997",827295,2016,"Convênio","Ministerio das Cidades","JOAO PESSOA","Planejamento Urbano","22/02/2016","22/02/2017",1027104,987600,"Drenagem e Pavimentação na Cidade de João Pessoa.",0,NA,2507507,"Urbanismo","Não iniciada"
"998",827486,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CONDE","Fomento ao Setor Agropecuario - Investimento","30/06/2016","31/12/2017",112625,112125,"Aquisição de Patrulha Mecanizada no Município de Conde/pb",0,NA,2504603,"Agricultura","Não iniciada"
"999",816746,2015,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SOBRADO","Fomento ao Setor Agropecu?rio - Investimento","31/08/2015","31/12/2016",163100,161850,"Aquisição de Patrulha Mecanizada.",0,NA,2515971,"Agricultura","Não iniciada"
"1000",828517,2016,"Convênio","Ministerio das Cidades","SAO JOSE DE ESPINHARAS","Planejamento Urbano","01/03/2016","01/03/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de são José de Espinharas ¿ pb",0,NA,2514404,"Urbanismo","Não iniciada"
"1001",832071,2016,"Convênio","Ministerio do Turismo","JACARAU","Apoio a Projetos de Infraestrutura Turistica - Emenda Parlamentar - Contrato de Repasse","31/03/2016","31/12/2017",342000,341250,"Construção de Praça no Município de Jacaraú - pb",0,NA,2507309,"Comércio e Serviços","Não iniciada"
"1002",830826,2016,"Convênio","Ministerio do Desenvolvimento Agrario","REMIGIO","Territórios Rurais - Infraestrutura e Serviços - Afem Contratos de Repasse","31/03/2016","31/12/2017",400500,4e+05,"Aquisição de Patrulha Mecanizada Para o Município de Remigio-pb.",0,NA,2512705,"Organização Agrária","Não iniciada"
"1003",808422,2014,"Convênio","Ministerio do Turismo","PITIMBU","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","30/03/2014","31/12/2015",3e+05,292500,"Implantação de Urbanização da Orla Marítima de Pitimbu pb",0,NA,2511905,"Comércio e Serviços","Não iniciada"
"1004",808424,2014,"Convênio","Ministerio do Turismo","POCINHOS","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/03/2014","31/12/2016",298500,292500,"Urbanização do Açude Público de Pocinhos ¿ pb.",0,NA,2512002,"Comércio e Serviços","Não iniciada"
"1005",823139,2015,"Convênio","Ministerio das Cidades","CAMPINA GRANDE","Planejamento Urbano","10/09/2015","17/10/2016",643478.26,592000,"Implantação de Pavimentação em Vias Urbanas na Cidade de Campina Grande - pb.",0,NA,2504009,"Urbanismo","Não iniciada"
"1006",816390,2015,"Convênio","Ministerio das Cidades","QUEIMADAS","Planejamento Urbano","31/05/2015","31/12/2016",250000,245850,"Pavimentação e Drenagem em Diversas Ruas no Município de Queimadas - pb",0,NA,2512507,"Urbanismo","Não iniciada"
"1007",806740,2014,"Convênio","Ministerio do Esporte","MATUREIA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2014","31/12/2016",295400,292500,"Reforma e Ampliação de Campo de Futebol",0,NA,2509396,"Desporto e Lazer","Não iniciada"
"1008",826611,2016,"Convênio","Ministerio do Turismo","CAAPORA","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - mp 709","30/06/2016","31/12/2018",651000,650000,"Apoio a Projeto de Infraestrutura Turistica - Conclusão do Centro Cultural Abel Alves de Lima no Município de Caaporã/pb.",0,NA,2503001,"Comércio e Serviços","Não iniciada"
"1009",803823,2014,"Convênio","Ministerio das Cidades","QUEIMADAS","2054 - Planejamento Urbano","01/05/2014","31/12/2015",256000,255740,"Pavimentação e Drenagem em Diversas Ruas no Bairro do Ligeiro, no Município de Queimadas - pb.",0,NA,2512507,"Urbanismo","Não iniciada"
"1010",802976,2014,"Convênio","Ministerio das Cidades","CARAUBAS","2054 - Planejamento Urbano","31/12/2014","31/12/2016",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Caraúbas- pb,",0,NA,2504074,"Urbanismo","Não iniciada"
"1011",824910,2015,"Convênio","Ministerio do Turismo","MATARACA","Apoio a Projetos de Infraestrutura Turistica - Emenda de Relator - Contrato de Repasse","20/12/2015","31/12/2016",293000,292500,"Apoio a Projeto de Infraestrutura Turística - Pavimentação e Drenagem de Vias Turísticas no Município de Mataraca - pb",0,NA,2509305,"Comércio e Serviços","Não iniciada"
"1012",803593,2014,"Convênio","Ministerio das Cidades","PEDRAS DE FOGO","2054 - Planejamento Urbano","31/12/2014","31/12/2016",398142,394200,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Pedras de Fogo- pb.",0,NA,2511202,"Urbanismo","Não iniciada"
"1013",787890,2013,"Convênio","Ministerio da Saude","ARACAGI","2015 - Aperfeiçoamento do Sistema Único de Saúde - sus (3921 - Melhorias Habitacionais-chagas)","30/03/2014","30/12/2015",410000,4e+05,"Implantação de Melhorias Habitacionais Para o Controle da Doença de Chagas no Município de Araçagi.",0,NA,2500809,"Saúde","Não iniciada"
"1014",827548,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","ALCANTIL","Fomento ao Setor Agropecuario - Investimento","31/03/2016","31/12/2017",113125,112125,"Aquisição de Patrulha Mecanizada Para o Município de Alcantil/pb.",0,NA,2500536,"Agricultura","Não iniciada"
"1015",828242,2016,"Convênio","Ministerio da Integracao Nacional","CACIMBA DE AREIA","2084 Recursos H?dricos - sih (emendas Individuais)","31/03/2016","31/12/2018",681899.26,680000,"Implantação de Sistema de Abastecimento de Água Simplificado Através de 22 Poços nas Comunidades Rurais das Seguintes Localidades: 1 na Localidade Sítio Belomonte, 01 na Localidade Sítio Emas, 02 na Localidade Sítio Carnaúba dos Ferreira, 01 na Localidade",0,NA,2503407,"Urbanismo","Não iniciada"
"1016",809540,2014,"Convênio","Ministerio das Cidades","SANTA TERESINHA","2054 - Planejamento Urbano","31/03/2014","31/12/2015",250870,245850,"Pavimentação de Diversas Ruas.",0,NA,2513802,"Urbanismo","Não iniciada"
"1017",832912,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","MATARACA","Paraíba -emendas Parlamentares - Investimento","31/03/2016","31/12/2017",293000,292500,"Construção de um Centro de Comercialização de Produtos da Agricultura Familiar, no Município de Mataraca - pb",0,NA,2509305,"Agricultura","Não iniciada"
"1018",827560,2016,"Convênio","Ministerio das Cidades","CAMALAU","Planejamento Urbano","30/06/2016","31/12/2018",250000,245850,"Implantação de Pavimentação em Diversas Ruas no Município de Camalaú - pb.",0,NA,2503902,"Urbanismo","Não iniciada"
"1019",827773,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SAO DOMINGOS DE POMBAL","Fomento ao Setor Agropecuario - Investimento","31/12/2016","31/12/2018",976100,975000,"Infraestrutura em Estradas Vicinais",0,NA,2513968,"Agricultura","Não iniciada"
"1020",827775,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SANTA RITA","Fomento ao Setor Agropecuario - Investimento","31/12/2016","31/12/2018",1270500,1267500,"Infraestrutura em Estradas Vicinais",0,NA,2513703,"Agricultura","Não iniciada"
"1021",823747,2015,"Convênio","Ministerio do Desenvolvimento Agrario","ITAPORANGA","Desenvolvimento Territorial - Infra-estrutura e Serviços","31/10/2015","31/12/2016",354645,354290,"Construção de um Centro de Comercialização da Agricultura Familiar no Município de Itaporanga ¿ pb.",0,NA,2507002,"Organização Agrária","Não iniciada"
"1022",806437,2014,"Convênio","Ministerio das Cidades","LAGOA DE DENTRO","Planejamento Urbano","01/05/2014","31/12/2015",592000,592000,"Pavimentação e Drenagem de Diversas Vias Urbanas no Município de Lagoa de Dentro - pb",0,NA,2508208,"Urbanismo","Não iniciada"
"1023",816614,2015,"Convênio","Ministerio das Cidades","BOA VENTURA","Planejamento Urbano","30/04/2015","30/04/2017",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de boa Ventura - pb",0,NA,2502102,"Urbanismo","Não iniciada"
"1024",824189,2015,"Convênio","Ministerio do Turismo","ALAGOA NOVA","Apoio a Projetos de Infraestrutura Turística - Proposta Voluntária - Contrato de Repasse","31/12/2015","31/12/2016",246187.5,243750,"Apoio a Projeto de Infraestrutura Turística - Reforma da Praça Santa Ana, Localizado na rua rua Juarez Távora, no Município de Alagoa Nova-pb",0,NA,2500403,"Comércio e Serviços","Não iniciada"
"1025",826458,2015,"Convênio","Ministerio da Saude","ARARUNA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Contrato de Repasse / Emenda Parlamentar","23/12/2015","23/12/2016",149999.83,149999.83,"Reforma de Unidade de Atenção Especializada em Saúde",0,NA,2501005,"Saúde","Não iniciada"
"1026",828793,2016,"Convênio","Ministerio das Cidades","SAO JOSE DOS RAMOS","Planejamento Urbano","31/03/2016","31/12/2018",248308,245850,"Implantação de Pavimentação em via Pública Urbana no Município de são José dos Ramos- pb.",0,NA,2514453,"Urbanismo","Não iniciada"
"1027",814211,2014,"Convênio","Ministerio do Desenvolvimento Agrario","ITAPORANGA","Desenvolvimento Territorial - Infra-estrutura e Serviços","31/12/2014","31/12/2016",378000,375000,"Construção de um Centro de Comercialização da Agricultura Familiar no Município de Itaporanga ¿ pb.",0,NA,2507002,"Organização Agrária","Não iniciada"
"1028",830184,2016,"Convênio","Ministerio das Cidades","RIACHAO DO POCO","Planejamento Urbano","30/06/2016","31/12/2018",250000,245850,"Implantação de Pavimentação no Município de Riachão do Poço ¿ pb.",0,NA,2512762,"Urbanismo","Não iniciada"
"1029",828903,2016,"Convênio","Ministerio das Cidades","AGUA BRANCA","Planejamento Urbano","31/03/2016","31/12/2017",250870,245850,"Pavimentação de Diversas Ruas, no Município de Água Branca ¿ pb.",0,NA,2500106,"Urbanismo","Não iniciada"
"1030",791623,2013,"Convênio","Ministerio do Desenvolvimento Agrario","ALHANDRA","Apoio ao Desenvolvimento Sustentável de Territórios Rurais - no Estado da Paraíba","12/06/2013","12/06/2014",2e+05,196000,"Aquisição de Patrulha Mecanizada com Implementos Agrícolas.",0,NA,2500601,"Organização Agrária","Não iniciada"
"1031",828073,2016,"Convênio","Ministerio da Integracao Nacional","ALGODAO DE JANDAIRA","2084 Recursos H?dricos - sih (emendas Individuais)","31/07/2016","31/07/2018",253749.96,250000,"Sistema de Captação de Água Subterrânea - Construção de Seis (06 )poços Artesianos nas Localidades de Sítio Riacho das Araras, Sítio Algodão/fazenda Velha, Sítio Mulungu, Sítio Algodão, Sítio Barra do Urubu, Sítio Petisca em Algodão de Jandaíra - pb.",0,NA,2500577,"Urbanismo","Não iniciada"
"1032",828074,2016,"Convênio","Ministerio da Integracao Nacional","MATO GROSSO","2084 Recursos H?dricos - sih (emendas Individuais)","31/12/2016","31/12/2018",250500,250000,"Implantação de Sistema de Abastecimento de Água Através de Perfuração e Instalação de Poço nas Localidades 1(um) no Sitio Logradouro ii, 1(um) no Mato Grosso Sede (rua Gilmar José de Lima), 1(um) no Mato Grosso Sede (praça João José de Lima), 1(um)no Siti",0,NA,2509370,"Urbanismo","Não iniciada"
"1033",828469,2016,"Convênio","Ministerio das Cidades","SAO JOSE DO BONFIM","Planejamento Urbano","01/03/2016","01/03/2018",250000,245850,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de são José do Bonfim - pb.",0,NA,2514602,"Urbanismo","Não iniciada"
"1034",811971,2014,"Convênio","Ministerio da Saude","JOAO PESSOA","Rede de Atenção Psicossocial / Unidade de Acolhimento / po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Contrato de Repasse / Emenda Parlamentar","03/09/2014","03/02/2015",2e+05,2e+05,"Reforma de Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Não iniciada"
"1035",828076,2016,"Convênio","Ministerio da Integracao Nacional","JERICO","2084 Recursos H?dricos - sih (emendas Individuais)","31/12/2016","31/12/2018",250500,250000,"Implantação de Sistema de Abastecimento de Água Através de Perfuração e Instalação de Poço nas Localidades: 1 (um) Poço na Malhadinha, 1 (um) Poço na rua de Baixo, 1 (um) Poço em Jericozinho, 1 (um) Poço no Assentamento Fortuna, 1 (um) Poço no Assentament",0,NA,2507408,"Urbanismo","Não iniciada"
"1036",828077,2016,"Convênio","Ministerio da Integracao Nacional","ITATUBA","2084 Recursos H?dricos - sih (emendas Individuais)","31/03/2016","31/12/2017",306125,3e+05,"Perfuração e Instalação de 07 (sete) Poços com Dessalinizador, nas Comunidades: 01 (um) Poço na Comunidade Jucá, 01 (um) Poço na Comunidade Água Fria, 01 (um) Poço na Comunidade Oity, 01 (um) Poço na Comunidade Morro do Macaco, 01 (um) Poço na Comunidade",0,NA,2507200,"Urbanismo","Não iniciada"
"1037",827478,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SAO JOSE DOS CORDEIROS","Fomento ao Setor Agropecuario - Investimento","31/12/2016","31/12/2017",112425,112125,"Aquisição de Patrulha Mecanizada.",0,NA,2514800,"Agricultura","Não iniciada"
"1038",824771,2015,"Convênio","Ministerio das Cidades","SAO JOSE DA LAGOA TAPADA","Planejamento Urbano","31/12/2015","31/12/2017",248308.5,245850,"Construção de Praça no Município de são José da Lagoa Tapada- pb.",0,NA,2514206,"Urbanismo","Não iniciada"
"1039",805579,2014,"Convênio","Ministerio das Cidades","MONTADAS","2054 - Planejamento Urbano","31/12/2014","31/12/2016",298253,295300,"Implantação de Pavimentação.",0,NA,2509503,"Urbanismo","Não iniciada"
"1040",810793,2014,"Convênio","Ministerio das Cidades","SANTA CRUZ","Planejamento Urbano","30/06/2014","31/12/2016",301500,295300,"Pavimentação de Diversas Ruas do Município de Santa Cruz - pb",0,NA,2513208,"Urbanismo","Não iniciada"
"1041",808426,2014,"Convênio","Ministerio do Turismo","PRINCESA ISABEL","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/03/2014","31/03/2016",298500,292500,"Construção de 02 (duas) Praças, no Município de Princesa Isabel - pb.",0,NA,2512309,"Comércio e Serviços","Não iniciada"
"1042",834486,2016,"Convênio","Ministerio das Cidades","ALHANDRA","Planejamento Urbano","31/03/2016","31/12/2017",290000,289069.3,"Pavimentação e Drenagem de Diversas Ruas no Município de Alhandra - pb",0,NA,2500601,"Urbanismo","Não iniciada"
"1043",830152,2016,"Convênio","Ministerio das Cidades","SAO DOMINGOS DE POMBAL","Planejamento Urbano","30/06/2016","31/12/2018",250000,245850,"Pavimentação em Diversas Ruas",0,NA,2513968,"Urbanismo","Não iniciada"
"1044",810008,2014,"Convênio","Ministerio do Turismo","ARARA","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/03/2014","31/12/2015",397959.18,390000,"Revitalização do Calçadão na rua Senador rui Carneiro, no Município de Arara.",0,NA,2500908,"Comércio e Serviços","Não iniciada"
"1045",830669,2016,"Convênio","Ministerio das Cidades","CUBATI","Planejamento Urbano","31/03/2016","31/12/2017",254120,249033.59,"Pavimentação de Diversas Ruas do Município de Cubati ¿ pb.",0,NA,2505006,"Urbanismo","Não iniciada"
"1046",833456,2016,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SAO JOSE DOS RAMOS","Paraíba -emendas Parlamentares - Investimento","31/03/2016","31/12/2017",199000,195000,"Aquisição de Patrulha Mecanizada Para o Município de são José dos Ramos-pb.",0,NA,2514453,"Agricultura","Não iniciada"
"1047",828547,2016,"Convênio","Ministerio das Cidades","CABACEIRAS","Planejamento Urbano","31/03/2016","31/12/2017",301350,295300,"Pavimentação de Diversas Ruas do Município de Cabaceiras ¿ pb.",0,NA,2503100,"Urbanismo","Não iniciada"
"1048",834529,2016,"Convênio","Ministerio das Cidades","CONDADO","Planejamento Urbano","30/06/2016","31/12/2018",250000,245850,"Pavimentação em Diversas Ruas da Cidade",0,NA,2504504,"Urbanismo","Não iniciada"
"1049",797498,2013,"Convênio","Ministerio da Saude","PRINCESA ISABEL","2068 - Saneamento Básico (10gd - Sistema de Abastecimento de Água)","31/12/2013","31/12/2015",510205,5e+05,"Sistema de Abastecimento de Água.",0,NA,2512309,"Saúde","Não iniciada"
"1050",812621,2014,"Convênio","Ministerio do Desenv. Social e Combate a Fome","SOLEDADE","Estruturação da Rede Serviços de Proteção Social Especial ¿ Contrução de Creas","20/11/2014","20/11/2015",454550,450000,"Estruturação da Rede de Serviços de Proteção Social Especial ¿ Construção de Creas",0,NA,2516102,"Assistência Social","Não iniciada"
