NOME_PARLAMENTAR,Agricultura,Assistência Social,Ciência e Tecnologia,Comércio e Serviços,Cultura,Defesa Nacional,Desporto e Lazer,Direitos da Cidadania,Gestão Ambiental,Indústria,Organização Agrária,Outros,Saneamento,Saúde,Segurança Pública,Trabalho,Urbanismo
RENATO MOLLING,298098.78,0,0,433657.26,433657.26,0,300360.85,0,0,0,0,0,1915329.05,161794,0,0,1915329.05
RENATO SIMOES,0,0,0,0,0,0,0,0,0,0,0,32426.24,442557.03,4000,0,0,442557.03
RENZO BRAZ,77559.87,0,5000,68358.47,68358.47,0,0,0,5000,5000,0,0,679449.57,12554.2,0,0,684449.57
RICARDO BARROS,48250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICARDO BERZOINI,11369,0,162380,244,8776.99,0,44789.4,0,0,0,0,0,1751907.87,118691.16,0,0,1751907.87
RICARDO FERRACO,836415.55,39181,45000,25000,25000,0,126276.98,0,45000,45000,0,0,538826.61,70.12,0,0,583826.61
RICARDO IZAR,0,17673.11,0,0,0,0,92643.24,0,0,0,0,580,1138340.2,16604,0,0,1138340.2
RICARDO TEOBALDO,0,0,0,8000,8000,0,24510,0,0,0,0,0,30000,0,0,0,30000
RICARDO TRIPOLI,0,0,0,0,0,0,0,0,0,0,0,0,928320.75,0,0,0,928320.75
ROBERTO ALVES,0,0,0,0,0,0,2500,0,0,0,0,0,10400,0,0,0,10400
ROBERTO BALESTRA,462047.8,35845.92,0,0,0,0,37288.85,0,0,0,0,14027.12,392800.05,73432,0,0,392800.05
ROBERTO BRITTO,85000,0,0,98772.99,98772.99,0,6250,0,0,0,0,0,240206.99,83200,0,0,240206.99
ROBERTO DE LUCENA,0,0,183179.7,268149.43,269159.53,0,70579.14,0,0,0,0,65750,839715.59,75817.37,0,0,839715.59
ROBERTO DORNER,0,0,0,0,0,0,0,0,0,0,0,0,187768.89,0,0,0,187768.89
ROBERTO FREIRE,0,0,812524.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBERTO REQUIAO,634405.86,100365,0,5000,5000,0,33498,0,0,0,100365,36000,981113.11,0,0,0,981113.11
ROBERTO SALES,0,0,0,0,0,0,35152.7,0,0,0,0,0,0,0,0,0,0
ROBERTO SANTIAGO,202951.31,0,2525.25,113166.33,299259.92,0,164723.07,0,0,0,0,50000,389793.52,0,0,0,389793.52
ROBERTO TEIXEIRA,39000,0,0,205264,205264,0,355997.6,0,0,0,0,0,117812.5,0,0,0,117812.5
RODRIGO DE CASTRO,362225.26,0,0,12500,12500,0,21624.4,0,0,0,0,0,46159.99,0,0,0,46159.99
RODRIGO GARCIA,0,12880,0,63000,63000,0,0,0,0,0,0,0,0,0,0,0,0
RODRIGO MAIA,10000,6640,0,0,0,0,37000,0,0,0,0,0,572223.78,0,0,0,572223.78
RODRIGO MARTINS,0,0,0,0,0,0,0,0,0,0,0,8937.76,0,0,0,0,0
RODRIGO PACHECO,650,0,0,0,0,0,500,0,0,0,0,0,0,4.2,0,0,0
RODRIGO ROLLEMBERG,0,7500,0,0,0,0,0,0,0,0,7500,25000,0,0,0,0,0
ROGERIO CARVALHO,0,19550,0,8750,8750,0,716945.23,5230.4,0,0,19550,0,568617.48,0,5230.4,0,568617.48
ROGERIO PENINHA MENDONCA,1196713,0,1000,415446.38,415446.38,0,36897.95,57810,1000,1000,0,0,958816.8,32000,57810,0,959816.8
ROMARIO,0,20203,0,0,0,0,879880,0,0,0,0,0,0,0,0,0,0
ROMERO JUCA,0,0,0,0,0,1081978.27,0,0,0,0,0,0,0,0,0,0,0
ROMERO RODRIGUES,100300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROMULO GOUVEIA,0,0,0,0,0,0,0,0,0,0,0,0,19046,0,0,0,19046
RONALDO BENEDET,568248.53,249468.07,0,161676.38,161676.38,0,10500,0,0,0,249468.07,39150,531760.88,200420,0,0,531760.88
RONALDO CAIADO,562821.38,20010,0,38897.96,38897.96,0,0,0,0,0,20010,0,55509.13,319789.85,0,0,55509.13
RONALDO CARLETTO,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
RONALDO FONSECA,0,0,0,97500,97500,0,87524.56,237767.69,0,0,0,61555.56,120937.28,0,237767.69,0,120937.28
RONALDO LESSA,0,0,0,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0
RONALDO MARTINS,0,0,4009,0,0,0,0,0,4009,4009,0,0,0,0,0,0,4009
RONALDO NOGUEIRA,938705.3,726538,13043,66420.3,66420.3,0,171835.18,0,0,0,706538,0,943152.84,0,0,0,943152.84
RONALDO ZULKE,0,838404.36,0,91318.44,120618.44,0,45000,0,0,0,838404.36,0,1381224.98,601.32,0,0,1381224.98
ROSANE FERREIRA,991264.41,38068.53,0,304662.92,304662.92,0,273740.25,0,0,0,0,85751.7,859146.82,0,0,0,859146.82
ROSANGELA GOMES,0,0,0,0,0,0,12000,0,0,0,0,0,186571.5,0,0,0,186571.5
ROSE DE FREITAS,1475539.52,123823.33,10000,332358.94,332358.94,0,510445.67,0,10000,10000,123823.33,0,116244.6,275000,0,0,126244.6
ROSINHA DA ADEFAL,0,0,0,91368.36,91368.36,0,25000,0,0,0,0,0,110746.94,0,0,0,110746.94
RUBEN FIGUEIRO,0,0,0,0,0,0,0,0,0,0,0,434697.22,0,518560.6,0,0,0
RUBENS BUENO,57521.05,0,0,136200,139075.92,0,108763.05,0,0,0,0,1400,225836.76,23800,0,0,225836.76
RUBENS OTONI,129894.39,71810.52,0,81900,81900,0,116599.22,0,0,0,8000,0,537548.15,0,0,0,537548.15
RUBENS PEREIRA JUNIOR,0,0,0,0,0,0,0,0,0,0,0,4450,0,0,0,0,0
RUI COSTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUY CARNEIRO,17961.4,0,650,0,0,0,309799.67,0,650,650,0,3760,111379.33,0,0,0,112029.33
SABINO CASTELO BRANCO,0,0,0,0,0,314975,0,0,0,0,0,0,0,0,0,0,0
SAGUAS MORAES,0,330689.3,10000,68950,68950,0,6900,0,10000,10000,283439.09,0,661294.81,276800,0,0,671294.81
SALVADOR ZIMBALDI,0,0,943262.22,0,0,0,0,420268.24,0,0,0,0,387654.81,0,420268.24,0,387654.81
SAMUEL MOREIRA,0,0,0,0,0,0,0,0,0,0,0,0,14907.39,0,0,0,14907.39
SANDES JUNIOR,183850.43,0,0,0,0,0,0,0,0,0,0,0,361115.3,0,0,0,361115.3
SANDRA ROSADO,88888.9,0,40700,7819.9,7819.9,0,42000,0,40700,40700,0,111189.02,179411.57,0,0,0,220111.57
SANDRO ALEX,314612.86,205154.5,0,6250,6250,0,413618.66,13084.8,0,0,185250,0,473321.23,1446.7,13084.8,0,473321.23
SANDRO MABEL,415828.73,0,0,61905.9,61905.9,0,69189.51,0,0,0,0,51000,390210.51,24343.88,0,0,390210.51
SARAIVA FELIPE,116015.34,251,0,0,0,0,324444.53,0,0,0,0,152880.54,139511.31,0,0,0,139511.31
SARNEY FILHO,0,0,0,305609.11,305609.11,0,0,0,0,0,0,0,34422.83,0,0,0,34422.83
SEBASTIAO BALA ROCHA,0,56365.39,0,0,0,294000,0,0,0,0,0,378963.68,0,0,0,0,0
SERGIO BRITO,170000,0,95200,42000,42000,0,444767.23,0,95200,95200,0,95929.49,50900,16001.48,0,0,146100
SERGIO GUERRA,13900,0,12500,345709.37,345709.37,0,0,0,12500,12500,0,0,15000,0,0,0,27500
SERGIO MORAES,825105.97,139300,0,6250,6250,0,482034.01,0,0,0,0,0,926073.02,36436,0,0,926073.02
SERGIO PETECAO,0,17450,0,20000,20000,87656.24,114680.5,66763.75,0,0,17450,22322.45,21900,0,66763.75,0,21900
SERGIO REIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERGIO SOUZA,600403.99,0,0,53662.13,53662.13,0,17186.16,0,0,205488.81,0,0,397908.82,0,0,0,397908.82
SERGIO VIDIGAL,0,0,0,0,0,0,6250,0,0,0,0,75000,0,0,0,0,0
SERGIO ZVEITER,0,0,0,16605.96,16605.96,0,184436.77,713493.42,0,0,0,0,858533.36,0,713493.42,0,858533.36
SEVERINO NINHO,0,8615.5,34000,0,0,0,0,127266.56,34000,34000,0,125000,0,6117212.13,127266.56,0,34000
SIBA MACHADO,54906.37,29042,0,121875,121875,345735.6,500,0,0,0,29042,36976.67,19150,0,0,0,19150
SILAS BRASILEIRO,48538.26,103493.56,0,3050,3050,0,44353,0,0,0,0,0,149875.87,0,0,0,149875.87
SILAS CAMARA,0,0,0,0,0,326887.76,0,0,0,0,0,0,0,500,0,0,0
SILVIO COSTA,115256.25,0,459922.38,173292.38,173292.38,0,0,0,0,0,0,0,681533.62,6117212.13,0,0,681533.62
SILVIO TORRES,3750,0,0,0,0,0,41280,0,0,0,0,0,5689.59,50355.94,0,0,5689.59
SIMAO SESSIM,0,0,0,1e+05,1e+05,0,169128.85,0,0,0,0,0,1002287.64,0,0,0,1002287.64
SIMONE MORGADO,0,0,0,1000,1000,0,0,0,0,0,0,15012.3,6900,0,0,0,6900
SIMPLICIO ARAUJO,0,0,0,0,0,0,0,0,0,0,0,17733.33,5000,0,0,0,5000
SORAYA SANTOS,0,0,0,7430.02,7430.02,0,5000,0,0,0,0,0,6741.79,0,0,0,6741.79
SOSTENES CAVALCANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEFANO AGUIAR,22269.4,0,0,49491.92,49491.92,0,4000,0,0,0,0,0,295132.91,0,0,0,295132.91
STEPAN NERCESSIAN,0,0,0,0,0,0,0,0,0,0,0,738041.55,0,2150,0,0,0
SUBTENENTE GONZAGA,0,16000,0,0,5000,0,0,22059.17,0,0,16000,0,10000,0,22059.17,0,10000
SUELI VIDIGAL,183049.8,291460,0,37500,37500,0,807319.75,0,0,0,0,0,1411956.35,2000,0,0,1411956.35
TADEU ALENCAR,0,0,0,0,0,0,0,0,0,0,0,0,100484.12,0,0,0,100484.12
TAKAYAMA,82204.3,62110.05,0,33890.09,33890.09,0,0,0,0,0,0,104200,1307843.6,0,0,0,1307843.6
TASSO JEREISSATI,0,0,0,0,0,0,0,0,0,0,0,0,5495.33,0,0,0,5495.33
TAUMATURGO LIMA,0,44310.67,0,0,0,337154.75,0,87243.41,0,0,44310.67,21984.48,500,0,87243.41,92461.12,500
TENENTE LUCIO,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERESA SURITA,0,0,0,243750,243750,385000,0,0,0,0,0,0,0,0,0,0,0
TEREZA CRISTINA,0,0,0,0,0,0,0,0,0,0,0,137691.31,0,0,0,0,0
THIAGO PEIXOTO,0,5000,0,0,0,0,0,0,0,0,0,0,210190.25,0,0,0,210190.25
TIA ERON,0,0,0,10000,10000,0,51938.19,0,0,0,0,0,0,0,0,0,0
TIRIRICA,140036.7,91276.59,0,0,338272.73,0,1758185.76,0,0,0,0,0,514226.71,59.87,0,0,514226.71
TONINHO PINHEIRO,8415,0,0,0,0,0,128976.66,0,0,0,0,0,1827198.97,0,0,0,1827198.97
TONINHO WANDSCHEER,0,0,0,0,0,0,6020.1,0,0,0,0,0,0,0,0,0,0
URZENI ROCHA,0,0,0,0,0,286311.1,0,0,0,0,0,0,0,0,0,0,0
VALADARES FILHO,3750,0,0,37254.08,95419.08,0,46025,0,0,0,0,0,296285.03,0,0,0,296285.03
VALDEMAR COSTA NETO,299158,0,0,24224.66,24224.66,0,125000,0,0,0,0,0,1069199.37,676505.26,0,0,1069199.37
VALDIR COLATTO,975448.07,0,0,6250,6250,0,6738.48,0,0,0,0,0,983190.95,0,0,0,983190.95
VALDIR RAUPP,317015.9,0,0,0,0,328427.58,199866.49,0,0,0,0,0,0,10000,0,0,0
VALMIR ASSUNCAO,0,489102.53,0,0,0,0,319610.3,0,0,0,489102.53,26316,133860,1986.52,0,0,133860
VALMIR PRASCIDELLI,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,250
VALTENIR PEREIRA,0,0,375064.86,21250,21250,0,150516.88,0,0,0,0,104728.64,203725.71,158098.08,0,0,203725.71
VANDER LOUBET,0,0,0,63834.72,63834.72,0,189463.29,0,0,0,0,1128884.13,1524269.71,1367128.46,0,0,1524269.71
VANDERLEI MACRIS,0,23444.17,0,19378.57,19378.57,0,414759.98,0,0,0,0,0,449734.01,36491.62,0,0,449734.01
VANDERLEI SIRAQUE,0,37000,0,180315.18,180315.18,0,30000,0,0,0,37000,1e+05,408146.69,0,0,0,408146.69
VANESSA GRAZZIOTIN,260000,0,90000.45,0,6000,49814,799871.1,0,90000.45,90000.45,0,0,0,0,0,0,90000.45
VAZ DE LIMA,431168.95,0,0,0,0,0,83607.48,0,0,0,0,0,459178.85,1000.43,0,0,459178.85
VENEZIANO VITAL DO REGO,0,0,0,16150,16150,0,43687.5,0,0,0,0,0,8488,0,0,0,8488
VICENTE ALVES,144077.5,0,0,50500,50500,0,24423.84,0,0,0,0,0,0,0,0,0,0
VICENTE ARRUDA,9850,0,14205,343420.69,343420.69,0,400,0,14205,14205,0,33348.33,138946.99,0,0,0,153151.99
VICENTE CANDIDO,0,4846,0,79769.77,204429.77,0,478658.33,0,0,0,4846,423682,42590.77,0,0,0,42590.77
VICENTINHO,75244,377962.53,0,0,0,0,71275,77586.68,0,0,239960,76335,7696.4,0,77586.68,0,7696.4
VICENTINHO ALVES,500,10417,0,79129.86,79129.86,0,5200,0,0,0,0,67292.82,33206.24,0,0,0,33206.24
VICENTINHO JUNIOR,0,0,0,0,0,0,0,0,0,0,0,53399.3,0,0,0,0,0
VIEIRA DA CUNHA,729756.25,0,0,152003.72,152003.72,0,86228.92,0,0,0,0,0,628492.58,0,0,0,628492.58
VILALBA,0,0,0,2000,2000,0,0,0,0,0,0,0,317227.82,169240,0,0,317227.82
VILMAR ROCHA,99950,0,34600,60937.5,60937.5,0,75553.54,0,0,0,0,0,249007.95,0,0,0,249007.95
VILSON COVATTI,988559.69,0,0,78823.06,78823.06,0,302455.36,0,0,0,0,0,1489987.83,57172.01,0,0,1489987.83
VINICIUS CARVALHO,0,0,0,0,0,0,4000,0,0,0,0,0,32391.35,0,0,0,32391.35
VINICIUS GURGEL,0,0,0,0,0,434200.25,0,222000,0,0,0,3816.65,0,0,222000,0,0
VITAL DO REGO,0,0,14000,43932.1,43932.1,0,152847.16,0,14000,14000,0,0,8150,1000,0,0,22150
VITOR LIPPI,0,0,0,0,0,0,7424.24,0,0,0,0,0,31364.35,0,0,0,31364.35
VITOR PAULO,0,40000,0,20312.5,20312.5,0,154000,0,0,0,0,0,0,1e+05,0,0,0
VITOR PENIDO,48240,50000,0,0,0,0,145143.63,0,0,0,0,38893.11,116153.37,9829.38,0,0,116153.37
WADSON RIBEIRO,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0
WALDEMIR MOKA,919581.37,123497,0,206629.72,206629.72,0,593017.38,0,0,0,10500,35086.8,2510057.77,327924.11,0,0,2510057.77
WALDENOR PEREIRA,7450,759323,0,0,0,0,24150.86,0,0,0,759323,0,488900.51,0,0,0,488900.51
WALDIR MARANHAO,74000,0,14000,71500,71500,0,37050,0,0,0,0,47185.75,139134.94,40817,0,0,139134.94
WALNEY ROCHA,400,36900,0,57592.55,57592.55,0,999095.71,0,0,0,0,0,135353,0,0,0,135353
WALTER ALVES,0,0,0,25500,25500,0,11500,0,0,0,0,0,37200,0,0,0,37200
WALTER FELDMAN,36250,0,0,5000,5000,0,0,0,0,0,0,0,159594.44,329920,0,0,159594.44
WALTER IHOSHI,608016.2,0,0,0,0,0,696207.97,0,0,0,0,0,584729.56,18000,0,0,584729.56
WALTER PINHEIRO,208105.09,15242,0,105103,105103,0,0,0,0,0,15242,0,115917.05,0,0,0,115917.05
WALTER TOSTA,0,221428.26,0,0,0,0,0,0,0,0,221428.26,0,57517.41,0,0,0,57517.41
WANDENKOLK GONCALVES,297572,0,0,6000,6000,0,342499.98,0,0,0,0,0,82302.67,0,0,0,82302.67
WASHINGTON REIS,0,0,0,0,0,0,311019.06,1049912.31,0,0,0,35000,10063.26,0,1049912.31,0,10063.26
WELITON PRADO,188835.67,144000,0,10140,10140,0,219097.74,0,0,0,0,0,184474.25,80,0,0,184474.25
WELLINGTON DIAS,0,0,0,0,0,0,12292.79,0,0,0,0,513313.11,1552673.56,0,0,0,1552673.56
WELLINGTON FAGUNDES,0,118100.03,0,210695.2,237095.2,0,137500,0,0,0,0,106715.36,193243.28,875000,0,0,193243.28
WELLINGTON ROBERTO,78435,250,610,64533.22,64533.22,0,100963.02,0,610,610,250,18097,78460.75,18410,0,0,79070.75
WEVERTON ROCHA,31494.59,0,0,0,0,0,0,0,0,0,0,10300.3,92644.59,0,0,0,92644.59
WHERLES ROCHA,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WILDER MORAIS,0,54750,17500,189043.88,189043.88,0,252943.72,0,17500,17500,54750,14456,57177.12,2000,0,0,74677.12
WILLIAM DIB,512365.12,142847.43,0,5314.48,5314.48,0,26520,0,141027.18,0,0,0,701762.6,4000,0,0,701762.6
WILSON FILHO,127590,0,49000,65521.58,65521.58,0,192140.44,0,49000,49000,0,25755,116619.39,0,0,0,165619.39
WLADIMIR COSTA,385000,19563.6,0,0,0,0,270263.6,0,0,0,0,295659.9,0,0,0,0,0
WOLNEY QUEIROZ,120800,0,0,42969.1,42969.1,0,0,0,0,0,0,0,544062.73,6117212.13,0,0,544062.73
ZE CARLOS,0,14927.87,0,0,0,0,830,0,0,0,14927.87,0,0,0,0,0,0
ZE GERALDO,6825,510688.99,0,0,0,0,0,0,0,0,412045,241513.36,1140058.74,0,0,0,1140058.74
ZE SILVA,6250,473422.06,0,0,9929.59,0,40545,0,0,0,473422.06,0,430180.3,272.94,0,111150,430180.3
ZE VIEIRA,43142.06,45500,0,2500,2500,0,36000,0,0,0,45500,166054.41,80500,0,0,0,80500
ZECA CAVALCANTI,0,0,0,0,0,0,11915,0,0,0,0,0,8000,0,0,0,8000
ZECA DIRCEU,515572.79,143862.2,4500,125502.94,134769.79,0,200021.38,12406.66,0,35500,97013.2,18500,540819.07,6871.48,12406.66,0,540819.07
ZECA DO PT,0,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0
ZENAIDE MAIA,0,38969.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEQUINHA MARINHO,197775,0,10000,7500,7500,0,78686.31,0,10000,10000,0,491424.21,78508,0,0,0,88508
ZEZE PERRELLA,285535.28,0,0,0,0,0,83434.62,39655.15,0,0,0,0,393832.04,0,39655.15,0,393832.04
ZEZEU RIBEIRO,0,549312.6,0,0,0,0,50323.28,0,0,0,549312.6,14452.41,39591.27,0,0,0,39591.27
ZOINHO,0,0,0,22455,22455,0,99502.71,0,0,0,0,125000,576624.06,0,0,0,576624.06
NA,125000,9645.24,0,926661.07,926661.07,0,4936126.11,0,0,0,9645.24,220000,2558213.55,0,0,0,2558213.55
